season,franchise,massey_rating,bt_rating,bayes_rating,bayes_rating_se,elo_rating,massey_rating_z,bt_rating_z,bayes_rating_z,elo_rating_z,massey_rating_display,bt_rating_display,bayes_rating_display,elo_rating_display,wins,losses,ties,win_pct,point_diff,point_diff_per_game,win_pct_z,residual
1970,ARI,5.378864727373958,0.3835138379226998,3.6851194162537095,3.0642797640150787,1518.9840464706406,0.8309584288573852,0.6421532383566303,0.7926688673329321,0.3936450721252909,58.30958428857385,56.4215323835663,57.92668867332932,53.93645072125291,8,5,1,0.6071428571428571,97,6.928571428571429,0.5309686533528823,0.2617002139800497
1970,ATL,-2.391382470054654,-0.4779204053134364,-2.2797673651221126,3.0527135906976928,1465.4355599191067,-0.3694347266256427,-0.8002270207798714,-0.4903777628272966,-0.7167134535651201,46.30565273374357,41.99772979220128,45.09622237172704,42.8328654643488,4,8,2,0.35714285714285715,-55,-3.9285714285714284,-0.70795820447051,0.21758044164321344
1970,BUF,-11.424437721917329,-0.907507299297592,-7.742676574722484,3.0634812671391622,1438.6194350870471,-1.7649138435608531,-1.519524704069969,-1.665449060766056,-1.2727611544576638,32.350861564391465,34.80475295930031,33.34550939233944,37.27238845542336,3,10,1,0.25,-133,-9.5,-1.2389268578233927,-0.4265222029426632
1970,CHI,1.7291576294801818,-0.0508548151425915,0.6412032787895242,3.051843576868801,1486.2994797257293,0.2671303666974922,-0.0851509932646162,0.1379227697443122,-0.2840881315719478,52.67130366697492,49.14849006735384,51.37922769744312,47.15911868428052,6,8,0,0.42857142857142855,-5,-0.35714285714285715,-0.35397910223525514,0.49190187197956736
1970,CIN,-0.2440981353984891,-0.0207035815147814,0.4926667791738413,2.9812494670681287,1513.052352007463,-0.037709705180999,-0.0346659510053377,0.105972581539107,0.2706479914768715,49.62290294819001,49.65334048994662,51.05972581539107,52.70647991476872,8,6,0,0.5714285714285714,57,4.071428571428571,0.35397910223525486,-0.24800652069614787
1970,CLE,0.7633342250271471,0.0295968912885756,0.9335036437935428,3.0536759496295725,1497.3287849898866,0.1179243279894308,0.0495568548170058,0.2007965529456939,-0.0553891725320233,51.17924327989431,50.495568548170056,52.00796552945694,49.446108274679766,7,7,0,0.5,21,1.5,0.0,0.2007965529456939
1970,DAL,7.379007765762063,0.7453915952074095,5.153884341382847,2.863666694021416,1561.5509507730176,1.1399522037353136,1.248079154845853,1.1086000755443668,1.276294202813715,61.39952203735314,62.48079154845853,61.08600075544366,62.76294202813715,10,4,0,0.7142857142857143,78,5.571428571428571,1.0619373067057651,0.046662768838601654
1970,DEN,-2.339424804894428,-0.3438814823530844,-1.4287397307126126,3.050973128306412,1466.7851625188457,-0.3614080031445861,-0.5757930631656126,-0.3073217923583169,-0.6887286709985394,46.38591996855414,44.24206936834388,46.92678207641683,43.11271329001461,5,8,1,0.39285714285714285,-11,-0.7857142857142857,-0.5309686533528826,0.22364686099456565
1970,DET,11.538318535495256,0.763992103436198,7.849071298750855,2.9820344999805246,1548.6980585602314,1.7825068165624094,1.2792237327283416,1.6883345566915866,1.009782124372196,67.82506816562409,62.79223732728342,66.88334556691586,60.09782124372196,10,4,0,0.7142857142857143,145,10.357142857142858,1.0619373067057651,0.6263972499858215
1970,GB,-1.547434967057702,-0.1710800837815946,-2.223950380476206,3.053178714379423,1483.0438653390502,-0.239056788775765,-0.2864554520737206,-0.4783715342632874,-0.351595159751551,47.60943211224235,47.13544547926279,45.216284657367126,46.48404840248449,6,8,0,0.42857142857142855,-97,-6.928571428571429,-0.35397910223525514,-0.12439243202803224
1970,IND,2.4932193396662465,0.8369833117383677,2.953100452801332,2.8652786437342423,1595.7339111029144,0.3851670808418668,1.401439768104486,0.635211651681586,1.985097455340948,53.85167080841867,64.01439768104487,56.35211651681586,69.85097455340949,11,2,1,0.8214285714285714,87,6.214285714285714,1.5929059600586475,-0.9576943083770615
1970,KC,1.732715263167865,0.2714802564553605,1.534175162214361,3.0515348763144865,1517.309216823724,0.2676799707216504,0.4545648907402299,0.3300009445444388,0.3589165205397445,52.6767997072165,54.545648907402295,53.30000944544439,53.58916520539744,7,5,2,0.5714285714285714,28,2.0,0.35397910223525486,-0.02397815769081607
1970,LAC,-0.2985238144754333,0.0573104384863307,0.0087686756250744,3.051202147287361,1494.5367438289047,-0.0461177018619927,0.0959602497395503,0.0018861413676531,-0.1132837444764838,49.53882298138007,50.9596024973955,50.01886141367653,48.86716255523516,5,6,3,0.4642857142857143,4,0.2857142857142857,-0.17698955111762743,0.17887569248528054
1970,LAR,9.137278930357674,0.6491673471016884,6.547028986452898,3.051421630100337,1541.769198488089,1.4115801993236912,1.0869618588854004,1.4082653680632318,0.8661082439346005,64.11580199323691,60.869618588854,64.08265368063232,58.661082439346,9,4,1,0.6785714285714286,123,8.785714285714286,0.8849477555881378,0.523317612475094
1970,MIA,-0.9188433538307392,0.2715156471698937,0.5296888803983301,2.9969121927256555,1539.689318252528,-0.1419482861838031,0.4546241487374597,0.1139360323066629,0.8229807364979981,48.580517138161966,54.546241487374594,51.13936032306663,58.22980736497998,10,4,0,0.7142857142857143,69,4.928571428571429,1.0619373067057651,-0.9480012743991022
1970,MIN,12.889757780891248,1.0243871322792664,9.219801773906672,2.9830148330973025,1571.1201461460687,1.9912850418885413,1.7152275857555372,1.9831785632027965,1.4747169473340302,69.91285041888541,67.15227585755537,69.83178563202796,64.7471694733403,12,2,0,0.8571428571428571,192,13.714285714285714,1.7698955111762749,0.21328305202652165
1970,NE,-14.221858258420976,-1.0787237967764087,-10.147012004289683,3.064555929374745,1416.9409354696195,-2.197075701440728,-1.8062085664088887,-2.1826214034688465,-1.7222772551829717,28.02924298559272,31.937914335911117,28.17378596531153,32.77722744817029,2,12,0,0.14285714285714285,-212,-15.142857142857142,-1.7698955111762753,-0.4127258922925712
1970,NO,-8.498404661664715,-1.0180009129916394,-7.271333325427903,3.051804059132506,1423.8451101585522,-1.3128831720776293,-1.7045345390101634,-1.5640631686575226,-1.5791152402988595,36.87116827922371,32.95465460989837,34.359368313424774,34.208847597011406,2,11,1,0.17857142857142858,-175,-12.5,-1.5929059600586475,0.02884279140112489
1970,NYG,1.7991414103804024,0.3147050741946076,1.2225910237260509,3.06508876982216,1534.8757413855792,0.2779418697877992,0.5269402627450003,0.2629792233364137,0.7231684643408942,52.77941869787799,55.269402627450006,52.629792233364135,57.23168464340894,9,5,0,0.6428571428571429,31,2.2142857142857144,0.7079582044705103,-0.44497898113409656
1970,NYJ,-4.331874688834714,-0.4859773371383075,-2.446745109372928,3.0649678547531134,1454.318661331503,-0.6692132946051152,-0.8137174984392522,-0.5262946611566477,-0.9472287103147576,43.30786705394885,41.86282501560748,44.73705338843352,40.52771289685242,4,10,0,0.2857142857142857,-31,-2.2142857142857144,-1.0619373067057651,0.5356426455491174
1970,OAK,0.973551212590603,0.3330667181554342,0.917177093264409,2.9216856597067427,1538.6717431270183,0.1503998756297865,0.5576848877495688,0.197284713340632,0.801880733698614,51.50399875629787,55.57684887749569,51.97284713340632,58.01880733698614,8,4,2,0.6428571428571429,7,0.5,0.7079582044705103,-0.5106734911298783
1970,PHI,-4.581521981164848,-0.6473766101849909,-3.940413851423218,3.0630171265863946,1448.0625387193095,-0.7077802659489786,-1.0839634598802157,-0.8475826782313418,-1.0769529943713865,42.922197340510216,39.16036540119784,41.52417321768658,39.23047005628614,3,10,1,0.25,-91,-6.5,-1.2389268578233927,0.3913441795920509
1970,PIT,-7.065469213927431,-0.6013870641722234,-4.660118089754422,3.051073578012997,1459.5537739991876,-1.0915149375789803,-1.0069588436645096,-1.002390997575485,-0.8386756519959356,39.08485062421019,39.9304115633549,39.97609002424515,41.61324348004064,5,9,0,0.35714285714285715,-62,-4.428571428571429,-0.70795820447051,-0.29443279310497494
1970,SF,6.3488340132952805,0.7644808831959278,4.318855514157018,2.917813069450663,1559.630559513519,0.9808049475413764,1.2800421425861286,0.92898544711522,1.236473790604802,59.80804947541377,62.80042142586129,59.2898544711522,62.36473790604802,10,3,1,0.75,85,6.071428571428571,1.2389268578233927,-0.3099414107081727
1970,TEN,-7.022615508038058,-0.6707302444743042,-5.078222774059187,3.053275891321337,1438.6635985941675,-1.084894646881703,-1.123066643138238,-1.0923252789647624,-1.2718453988534724,39.151053531182974,38.76933356861762,39.07674721035238,37.28154601146528,3,10,1,0.25,-135,-9.642857142857142,-1.2389268578233927,0.14660157885863034
1970,WSH,2.7227087461916284,0.0285523965091948,1.2123428846702806,3.0625754092676525,1485.4811076682963,0.4206199442900328,0.0478079591092031,0.2607748495129282,-0.3010575447090116,54.20619944290033,50.47807959109203,52.607748495129286,46.98942455290988,6,8,0,0.42857142857142855,-17,-1.2142857142857142,-0.35397910223525514,0.6147539517481833
