season,model,graph_connected,n,log_loss,margin_mae,accuracy
2020,massey,True,221,0.6509403195183147,10.83396425634525,0.6606334841628959
2021,bayesian_margin,False,32,0.7097176930686632,11.397153962733503,0.53125
2021,bayesian_margin,True,237,0.6724500075413679,11.405376174884385,0.5889830508474576
2021,bradley_terry,False,32,0.6854209347650826,,0.5
2021,bradley_terry,True,237,0.6766561506646692,,0.5805084745762712
2021,elo,False,32,0.6962899632818038,11.191011034683346,0.5
2021,elo,True,237,0.6810157927248444,11.882665445564674,0.5211864406779662
2021,massey,False,32,4.9830024236566945,27.260806595365608,0.5
2021,massey,True,237,0.7061077997489178,11.849211412296984,0.5550847457627118
2022,bayesian_margin,False,32,0.8100939994012311,10.439693825789899,0.375
2022,bayesian_margin,True,236,0.6382230149788216,9.260634841540915,0.6340425531914894
2022,bradley_terry,False,32,0.8102824644054792,,0.375
2022,bradley_terry,True,236,0.6307251125591422,,0.6297872340425532
2022,elo,False,32,0.6939230822332952,9.006571080010144,0.59375
2022,elo,True,236,0.646810502151518,9.25457306869227,0.6297872340425532
2022,massey,False,32,6.787974648975094,13.673177083333297,0.34375
2022,massey,True,236,0.6960209744710065,10.442898040483657,0.6297872340425532
2023,bayesian_margin,False,32,0.6927855369160281,11.559714055376585,0.5
2023,bayesian_margin,True,237,0.6515245922074296,10.488856057973056,0.620253164556962
2023,bradley_terry,False,32,0.7315695016264936,,0.53125
2023,bradley_terry,True,237,0.6661778082775919,,0.6075949367088608
2023,elo,False,32,0.7085667030580117,11.676078341822004,0.5
2023,elo,True,237,0.665300677020142,10.683800175713506,0.5907172995780591
2023,massey,False,32,3.6549967245431016,15.911410550458715,0.53125
2023,massey,True,237,0.6735682503851637,11.307318956766371,0.6118143459915611
2024,bayesian_margin,False,16,0.7475242558646107,10.664614128185484,0.4375
2024,bayesian_margin,True,253,0.6377725143734781,10.651381314268829,0.6600790513833992
2024,bradley_terry,False,16,0.8478682961878541,,0.375
2024,bradley_terry,True,253,0.6155453996384292,,0.6719367588932806
2024,elo,False,16,0.7314462479421564,10.101864139188368,0.375
2024,elo,True,253,0.6441647556062474,10.708626434208504,0.6126482213438735
2024,massey,False,16,6.505045398223939,10.812500000000004,0.5625
2024,massey,True,253,1.2586123895995232,12.413882034603365,0.6640316205533597
2025,bayesian_margin,False,32,0.7255900613442758,12.912966185720993,0.53125
2025,bayesian_margin,True,237,0.6442033129941187,10.392353928389463,0.6313559322033898
2025,bradley_terry,False,32,0.6899498351940052,,0.53125
2025,bradley_terry,True,237,0.6407354595616592,,0.6398305084745762
2025,elo,False,32,0.6634922631935205,11.598901366167713,0.59375
2025,elo,True,237,0.6536274644833141,10.551709395693532,0.6016949152542372
2025,massey,False,32,2.525516965320965,17.579174729101883,0.53125
2025,massey,True,237,0.6548331447545921,10.754835954015652,0.6228813559322034
