season,date,week,game_type,home_franchise,away_franchise,home_score,away_score,neutral_site,overtime,source,margin,game_uid
1988,1988-12-18,,REG,NYJ,NYG,27,21,False,,fivethirtyeight,6,G003978
1988,1988-12-18,,REG,NO,ATL,10,9,False,,fivethirtyeight,1,G003979
1988,1988-12-18,,REG,DAL,PHI,7,23,False,,fivethirtyeight,-16,G003980
1988,1988-12-18,,REG,ARI,GB,17,26,False,,fivethirtyeight,-9,G003981
1988,1988-12-18,,REG,IND,BUF,17,14,False,,fivethirtyeight,3,G003982
1988,1988-12-18,,REG,CLE,TEN,28,23,False,,fivethirtyeight,5,G003983
1988,1988-12-18,,REG,TB,DET,21,10,False,,fivethirtyeight,11,G003984
1988,1988-12-18,,REG,OAK,SEA,37,43,False,,fivethirtyeight,-6,G003985
1988,1988-12-18,,REG,LAC,KC,24,13,False,,fivethirtyeight,11,G003986
1988,1988-12-19,,REG,MIN,CHI,28,27,False,,fivethirtyeight,1,G003987
1988,1988-12-24,,PLAYOFF,CLE,TEN,23,24,False,,fivethirtyeight,-1,G003988
1988,1988-12-26,,PLAYOFF,MIN,LAR,28,17,False,,fivethirtyeight,11,G003989
1988,1988-12-31,,PLAYOFF,CHI,PHI,20,12,False,,fivethirtyeight,8,G003990
1988,1988-12-31,,PLAYOFF,CIN,SEA,21,13,False,,fivethirtyeight,8,G003991
1988,1989-01-01,,PLAYOFF,SF,MIN,34,9,False,,fivethirtyeight,25,G003992
1988,1989-01-01,,PLAYOFF,BUF,TEN,17,10,False,,fivethirtyeight,7,G003993
1988,1989-01-08,,PLAYOFF,CHI,SF,3,28,False,,fivethirtyeight,-25,G003994
1988,1989-01-08,,PLAYOFF,CIN,BUF,21,10,False,,fivethirtyeight,11,G003995
1988,1989-01-22,,PLAYOFF,SF,CIN,20,16,True,,fivethirtyeight,4,G003996
1989,1989-09-10,,REG,NO,DAL,28,0,False,,fivethirtyeight,28,G003997
1989,1989-09-10,,REG,CHI,CIN,17,14,False,,fivethirtyeight,3,G003998
1989,1989-09-10,,REG,IND,SF,24,30,False,,fivethirtyeight,-6,G003999
1989,1989-09-10,,REG,DEN,KC,34,20,False,,fivethirtyeight,14,G004000
1989,1989-09-10,,REG,ATL,LAR,21,31,False,,fivethirtyeight,-10,G004001
1989,1989-09-10,,REG,OAK,LAC,40,14,False,,fivethirtyeight,26,G004002
1989,1989-09-10,,REG,DET,ARI,13,16,False,,fivethirtyeight,-3,G004003
1989,1989-09-10,,REG,GB,TB,21,23,False,,fivethirtyeight,-2,G004004
1989,1989-09-10,,REG,MIA,BUF,24,27,False,,fivethirtyeight,-3,G004005
1989,1989-09-10,,REG,MIN,TEN,38,7,False,,fivethirtyeight,31,G004006
1989,1989-09-10,,REG,NYJ,NE,24,27,False,,fivethirtyeight,-3,G004007
1989,1989-09-10,,REG,PIT,CLE,0,51,False,,fivethirtyeight,-51,G004008
1989,1989-09-10,,REG,PHI,SEA,31,7,False,,fivethirtyeight,24,G004009
1989,1989-09-11,,REG,WSH,NYG,24,27,False,,fivethirtyeight,-3,G004010
1989,1989-09-17,,REG,LAR,IND,31,17,False,,fivethirtyeight,14,G004011
1989,1989-09-17,,REG,SEA,ARI,24,34,False,,fivethirtyeight,-10,G004012
1989,1989-09-17,,REG,WSH,PHI,37,42,False,,fivethirtyeight,-5,G004013
1989,1989-09-17,,REG,TB,SF,16,20,False,,fivethirtyeight,-4,G004014
1989,1989-09-17,,REG,NYG,DET,24,14,False,,fivethirtyeight,10,G004015
1989,1989-09-17,,REG,NE,MIA,10,24,False,,fivethirtyeight,-14,G004016
1989,1989-09-17,,REG,ATL,DAL,27,21,False,,fivethirtyeight,6,G004017
1989,1989-09-17,,REG,KC,OAK,24,19,False,,fivethirtyeight,5,G004018
1989,1989-09-17,,REG,GB,NO,35,34,False,,fivethirtyeight,1,G004019
1989,1989-09-17,,REG,CLE,NYJ,38,24,False,,fivethirtyeight,14,G004020
1989,1989-09-17,,REG,CIN,PIT,41,10,False,,fivethirtyeight,31,G004021
1989,1989-09-17,,REG,CHI,MIN,38,7,False,,fivethirtyeight,31,G004022
1989,1989-09-17,,REG,LAC,TEN,27,34,False,,fivethirtyeight,-7,G004023
1989,1989-09-18,,REG,BUF,DEN,14,28,False,,fivethirtyeight,-14,G004024
1989,1989-09-24,,REG,TEN,BUF,41,47,False,,fivethirtyeight,-6,G004025
1989,1989-09-24,,REG,DAL,WSH,7,30,False,,fivethirtyeight,-23,G004026
1989,1989-09-24,,REG,LAR,GB,41,38,False,,fivethirtyeight,3,G004027
1989,1989-09-24,,REG,TB,NO,20,10,False,,fivethirtyeight,10,G004028
1989,1989-09-24,,REG,PIT,MIN,27,14,False,,fivethirtyeight,13,G004029
1989,1989-09-24,,REG,DEN,OAK,31,21,False,,fivethirtyeight,10,G004030
1989,1989-09-24,,REG,LAC,KC,21,6,False,,fivethirtyeight,15,G004031
1989,1989-09-24,,REG,NYG,ARI,35,7,False,,fivethirtyeight,28,G004032
1989,1989-09-24,,REG,NE,SEA,3,24,False,,fivethirtyeight,-21,G004033
1989,1989-09-24,,REG,MIA,NYJ,33,40,False,,fivethirtyeight,-7,G004034
1989,1989-09-24,,REG,DET,CHI,27,47,False,,fivethirtyeight,-20,G004035
1989,1989-09-24,,REG,PHI,SF,28,38,False,,fivethirtyeight,-10,G004036
1989,1989-09-24,,REG,IND,ATL,13,9,False,,fivethirtyeight,4,G004037
1989,1989-09-25,,REG,CIN,CLE,21,14,False,,fivethirtyeight,7,G004038
1989,1989-10-01,,REG,BUF,NE,31,10,False,,fivethirtyeight,21,G004039
1989,1989-10-01,,REG,DAL,NYG,13,30,False,,fivethirtyeight,-17,G004040
1989,1989-10-01,,REG,GB,ATL,23,21,False,,fivethirtyeight,2,G004041
1989,1989-10-01,,REG,KC,CIN,17,21,False,,fivethirtyeight,-4,G004042
1989,1989-10-01,,REG,MIN,TB,17,3,False,,fivethirtyeight,14,G004043
1989,1989-10-01,,REG,NO,WSH,14,16,False,,fivethirtyeight,-2,G004044
1989,1989-10-01,,REG,NYJ,IND,10,17,False,,fivethirtyeight,-7,G004045
1989,1989-10-01,,REG,ARI,LAC,13,24,False,,fivethirtyeight,-11,G004046
1989,1989-10-01,,REG,TEN,MIA,39,7,False,,fivethirtyeight,32,G004047
1989,1989-10-01,,REG,OAK,SEA,20,24,False,,fivethirtyeight,-4,G004048
1989,1989-10-01,,REG,SF,LAR,12,13,False,,fivethirtyeight,-1,G004049
1989,1989-10-01,,REG,CLE,DEN,16,13,False,,fivethirtyeight,3,G004050
1989,1989-10-01,,REG,DET,PIT,3,23,False,,fivethirtyeight,-20,G004051
1989,1989-10-02,,REG,CHI,PHI,27,13,False,,fivethirtyeight,14,G004052
1989,1989-10-08,,REG,NE,TEN,23,13,False,,fivethirtyeight,10,G004053
1989,1989-10-08,,REG,LAR,ATL,26,14,False,,fivethirtyeight,12,G004054
1989,1989-10-08,,REG,IND,BUF,37,14,False,,fivethirtyeight,23,G004055
1989,1989-10-08,,REG,GB,DAL,31,13,False,,fivethirtyeight,18,G004056
1989,1989-10-08,,REG,MIA,CLE,13,10,False,,fivethirtyeight,3,G004057
1989,1989-10-08,,REG,MIN,DET,24,17,False,,fivethirtyeight,7,G004058
1989,1989-10-08,,REG,NO,SF,20,24,False,,fivethirtyeight,-4,G004059
1989,1989-10-08,,REG,PIT,CIN,16,26,False,,fivethirtyeight,-10,G004060
1989,1989-10-08,,REG,SEA,KC,16,20,False,,fivethirtyeight,-4,G004061
1989,1989-10-08,,REG,TB,CHI,42,35,False,,fivethirtyeight,7,G004062
1989,1989-10-08,,REG,WSH,ARI,30,28,False,,fivethirtyeight,2,G004063
1989,1989-10-08,,REG,DEN,LAC,16,10,False,,fivethirtyeight,6,G004064
1989,1989-10-08,,REG,PHI,NYG,21,19,False,,fivethirtyeight,2,G004065
1989,1989-10-09,,REG,NYJ,OAK,7,14,False,,fivethirtyeight,-7,G004066
1989,1989-10-15,,REG,LAC,SEA,16,17,False,,fivethirtyeight,-1,G004067
1989,1989-10-15,,REG,TB,DET,16,17,False,,fivethirtyeight,-1,G004068
1989,1989-10-15,,REG,OAK,KC,20,14,False,,fivethirtyeight,6,G004069
1989,1989-10-15,,REG,NYG,WSH,20,17,False,,fivethirtyeight,3,G004070
1989,1989-10-15,,REG,NO,NYJ,29,14,False,,fivethirtyeight,15,G004071
1989,1989-10-15,,REG,MIN,GB,26,14,False,,fivethirtyeight,12,G004072
1989,1989-10-15,,REG,DEN,IND,14,3,False,,fivethirtyeight,11,G004073
1989,1989-10-15,,REG,DAL,SF,14,31,False,,fivethirtyeight,-17,G004074
1989,1989-10-15,,REG,ARI,PHI,5,17,False,,fivethirtyeight,-12,G004075
1989,1989-10-15,,REG,CLE,PIT,7,17,False,,fivethirtyeight,-10,G004076
1989,1989-10-15,,REG,CIN,MIA,13,20,False,,fivethirtyeight,-7,G004077
1989,1989-10-15,,REG,CHI,TEN,28,33,False,,fivethirtyeight,-5,G004078
1989,1989-10-15,,REG,ATL,NE,16,15,False,,fivethirtyeight,1,G004079
1989,1989-10-16,,REG,BUF,LAR,23,20,False,,fivethirtyeight,3,G004080
1989,1989-10-22,,REG,ARI,ATL,34,20,False,,fivethirtyeight,14,G004081
1989,1989-10-22,,REG,CIN,IND,12,23,False,,fivethirtyeight,-11,G004082
1989,1989-10-22,,REG,BUF,NYJ,34,3,False,,fivethirtyeight,31,G004083
1989,1989-10-22,,REG,LAR,NO,21,40,False,,fivethirtyeight,-19,G004084
1989,1989-10-22,,REG,WSH,TB,32,28,False,,fivethirtyeight,4,G004085
1989,1989-10-22,,REG,SF,NE,37,20,False,,fivethirtyeight,17,G004086
1989,1989-10-22,,REG,SEA,DEN,21,24,False,,fivethirtyeight,-3,G004087
1989,1989-10-22,,REG,PHI,OAK,10,7,False,,fivethirtyeight,3,G004088
1989,1989-10-22,,REG,TEN,PIT,27,0,False,,fivethirtyeight,27,G004089
1989,1989-10-22,,REG,LAC,NYG,13,20,False,,fivethirtyeight,-7,G004090
1989,1989-10-22,,REG,MIA,GB,23,20,False,,fivethirtyeight,3,G004091
1989,1989-10-22,,REG,KC,DAL,36,28,False,,fivethirtyeight,8,G004092
1989,1989-10-22,,REG,DET,MIN,7,20,False,,fivethirtyeight,-13,G004093
1989,1989-10-23,,REG,CLE,CHI,27,7,False,,fivethirtyeight,20,G004094
1989,1989-10-29,,REG,IND,NE,20,23,False,,fivethirtyeight,-3,G004095
1989,1989-10-29,,REG,DAL,ARI,10,19,False,,fivethirtyeight,-9,G004096
1989,1989-10-29,,REG,DEN,PHI,24,28,False,,fivethirtyeight,-4,G004097
1989,1989-10-29,,REG,GB,DET,23,20,False,,fivethirtyeight,3,G004098
1989,1989-10-29,,REG,NYJ,SF,10,23,False,,fivethirtyeight,-13,G004099
1989,1989-10-29,,REG,BUF,MIA,31,17,False,,fivethirtyeight,14,G004100
1989,1989-10-29,,REG,PIT,KC,23,17,False,,fivethirtyeight,6,G004101
1989,1989-10-29,,REG,NO,ATL,20,13,False,,fivethirtyeight,7,G004102
1989,1989-10-29,,REG,OAK,WSH,37,24,False,,fivethirtyeight,13,G004103
1989,1989-10-29,,REG,SEA,LAC,10,7,False,,fivethirtyeight,3,G004104
1989,1989-10-29,,REG,CHI,LAR,20,10,False,,fivethirtyeight,10,G004105
1989,1989-10-29,,REG,CIN,TB,56,23,False,,fivethirtyeight,33,G004106
1989,1989-10-29,,REG,CLE,TEN,28,17,False,,fivethirtyeight,11,G004107
1989,1989-10-30,,REG,NYG,MIN,24,14,False,,fivethirtyeight,10,G004108
1989,1989-11-05,,REG,MIA,IND,19,13,False,,fivethirtyeight,6,G004109
1989,1989-11-05,,REG,ATL,BUF,30,28,False,,fivethirtyeight,2,G004110
1989,1989-11-05,,REG,MIN,LAR,23,21,False,,fivethirtyeight,2,G004111
1989,1989-11-05,,REG,WSH,DAL,3,13,False,,fivethirtyeight,-10,G004112
1989,1989-11-05,,REG,TB,CLE,31,42,False,,fivethirtyeight,-11,G004113
1989,1989-11-05,,REG,OAK,CIN,28,7,False,,fivethirtyeight,21,G004114
1989,1989-11-05,,REG,TEN,DET,35,31,False,,fivethirtyeight,4,G004115
1989,1989-11-05,,REG,NE,NYJ,26,27,False,,fivethirtyeight,-1,G004116
1989,1989-11-05,,REG,KC,SEA,20,10,False,,fivethirtyeight,10,G004117
1989,1989-11-05,,REG,GB,CHI,14,13,False,,fivethirtyeight,1,G004118
1989,1989-11-05,,REG,DEN,PIT,34,7,False,,fivethirtyeight,27,G004119
1989,1989-11-05,,REG,ARI,NYG,13,20,False,,fivethirtyeight,-7,G004120
1989,1989-11-05,,REG,LAC,PHI,20,17,False,,fivethirtyeight,3,G004121
1989,1989-11-06,,REG,SF,NO,31,13,False,,fivethirtyeight,18,G004122
1989,1989-11-12,,REG,NYJ,MIA,23,31,False,,fivethirtyeight,-8,G004123
1989,1989-11-12,,REG,KC,DEN,13,16,False,,fivethirtyeight,-3,G004124
1989,1989-11-12,,REG,DET,GB,31,22,False,,fivethirtyeight,9,G004125
1989,1989-11-12,,REG,ARI,DAL,24,20,False,,fivethirtyeight,4,G004126
1989,1989-11-12,,REG,BUF,IND,30,7,False,,fivethirtyeight,23,G004127
1989,1989-11-12,,REG,LAR,NYG,31,10,False,,fivethirtyeight,21,G004128
1989,1989-11-12,,REG,NE,NO,24,28,False,,fivethirtyeight,-4,G004129
1989,1989-11-12,,REG,LAC,OAK,14,12,False,,fivethirtyeight,2,G004130
1989,1989-11-12,,REG,PIT,CHI,0,20,False,,fivethirtyeight,-20,G004131
1989,1989-11-12,,REG,PHI,WSH,3,10,False,,fivethirtyeight,-7,G004132
1989,1989-11-12,,REG,TB,MIN,10,24,False,,fivethirtyeight,-14,G004133
1989,1989-11-12,,REG,SF,ATL,45,3,False,,fivethirtyeight,42,G004134
1989,1989-11-12,,REG,SEA,CLE,7,17,False,,fivethirtyeight,-10,G004135
1989,1989-11-13,,REG,TEN,CIN,26,24,False,,fivethirtyeight,2,G004136
1989,1989-11-19,,REG,IND,NYJ,27,10,False,,fivethirtyeight,17,G004137
1989,1989-11-19,,REG,NYG,SEA,15,3,False,,fivethirtyeight,12,G004138
1989,1989-11-19,,REG,LAR,ARI,37,14,False,,fivethirtyeight,23,G004139
1989,1989-11-19,,REG,PIT,LAC,20,17,False,,fivethirtyeight,3,G004140
1989,1989-11-19,,REG,ATL,NO,17,26,False,,fivethirtyeight,-9,G004141
1989,1989-11-19,,REG,CHI,TB,31,32,False,,fivethirtyeight,-1,G004142
1989,1989-11-19,,REG,CIN,DET,42,7,False,,fivethirtyeight,35,G004143
1989,1989-11-19,,REG,SF,GB,17,21,False,,fivethirtyeight,-4,G004144
1989,1989-11-19,,REG,PHI,MIN,10,9,False,,fivethirtyeight,1,G004145
1989,1989-11-19,,REG,TEN,OAK,23,7,False,,fivethirtyeight,16,G004146
1989,1989-11-19,,REG,NE,BUF,33,24,False,,fivethirtyeight,9,G004147
1989,1989-11-19,,REG,DAL,MIA,14,17,False,,fivethirtyeight,-3,G004148
1989,1989-11-19,,REG,CLE,KC,10,10,False,,fivethirtyeight,0,G004149
1989,1989-11-20,,REG,WSH,DEN,10,14,False,,fivethirtyeight,-4,G004150
1989,1989-11-23,,REG,DAL,PHI,0,27,False,,fivethirtyeight,-27,G004151
1989,1989-11-23,,REG,DET,CLE,13,10,False,,fivethirtyeight,3,G004152
1989,1989-11-26,,REG,OAK,NE,24,21,False,,fivethirtyeight,3,G004153
1989,1989-11-26,,REG,IND,LAC,10,6,False,,fivethirtyeight,4,G004154
1989,1989-11-26,,REG,WSH,CHI,38,14,False,,fivethirtyeight,24,G004155
1989,1989-11-26,,REG,NYJ,ATL,27,7,False,,fivethirtyeight,20,G004156
1989,1989-11-26,,REG,MIA,PIT,14,34,False,,fivethirtyeight,-20,G004157
1989,1989-11-26,,REG,GB,MIN,20,19,False,,fivethirtyeight,1,G004158
1989,1989-11-26,,REG,DEN,SEA,41,14,False,,fivethirtyeight,27,G004159
1989,1989-11-26,,REG,ARI,TB,13,14,False,,fivethirtyeight,-1,G004160
1989,1989-11-26,,REG,NO,LAR,17,20,False,,fivethirtyeight,-3,G004161
1989,1989-11-26,,REG,BUF,CIN,24,7,False,,fivethirtyeight,17,G004162
1989,1989-11-26,,REG,KC,TEN,34,0,False,,fivethirtyeight,34,G004163
1989,1989-11-27,,REG,SF,NYG,34,24,False,,fivethirtyeight,10,G004164
1989,1989-12-03,,REG,OAK,DEN,16,13,False,,fivethirtyeight,3,G004165
1989,1989-12-03,,REG,TB,GB,16,17,False,,fivethirtyeight,-1,G004166
1989,1989-12-03,,REG,ATL,SF,10,23,False,,fivethirtyeight,-13,G004167
1989,1989-12-03,,REG,CLE,CIN,0,21,False,,fivethirtyeight,-21,G004168
1989,1989-12-03,,REG,ARI,WSH,10,29,False,,fivethirtyeight,-19,G004169
1989,1989-12-03,,REG,DET,NO,21,14,False,,fivethirtyeight,7,G004170
1989,1989-12-03,,REG,KC,MIA,26,21,False,,fivethirtyeight,5,G004171
1989,1989-12-03,,REG,MIN,CHI,27,16,False,,fivethirtyeight,11,G004172
1989,1989-12-03,,REG,NE,IND,22,16,False,,fivethirtyeight,6,G004173
1989,1989-12-03,,REG,NYG,PHI,17,24,False,,fivethirtyeight,-7,G004174
1989,1989-12-03,,REG,LAC,NYJ,17,20,False,,fivethirtyeight,-3,G004175
1989,1989-12-03,,REG,PIT,TEN,16,23,False,,fivethirtyeight,-7,G004176
1989,1989-12-03,,REG,DAL,LAR,31,35,False,,fivethirtyeight,-4,G004177
1989,1989-12-04,,REG,SEA,BUF,17,16,False,,fivethirtyeight,1,G004178
1989,1989-12-10,,REG,DEN,NYG,7,14,False,,fivethirtyeight,-7,G004179
1989,1989-12-10,,REG,PHI,DAL,20,10,False,,fivethirtyeight,10,G004180
1989,1989-12-10,,REG,MIA,NE,31,10,False,,fivethirtyeight,21,G004181
1989,1989-12-10,,REG,TEN,TB,20,17,False,,fivethirtyeight,3,G004182
1989,1989-12-10,,REG,BUF,NO,19,22,False,,fivethirtyeight,-3,G004183
1989,1989-12-10,,REG,CHI,DET,17,27,False,,fivethirtyeight,-10,G004184
1989,1989-12-10,,REG,NYJ,PIT,0,13,False,,fivethirtyeight,-13,G004185
1989,1989-12-10,,REG,CIN,SEA,17,24,False,,fivethirtyeight,-7,G004186
1989,1989-12-10,,REG,IND,CLE,23,17,False,,fivethirtyeight,6,G004187
1989,1989-12-10,,REG,WSH,LAC,26,21,False,,fivethirtyeight,5,G004188
1989,1989-12-10,,REG,OAK,ARI,16,14,False,,fivethirtyeight,2,G004189
1989,1989-12-10,,REG,GB,KC,3,21,False,,fivethirtyeight,-18,G004190
1989,1989-12-10,,REG,MIN,ATL,43,17,False,,fivethirtyeight,26,G004191
1989,1989-12-11,,REG,LAR,SF,27,30,False,,fivethirtyeight,-3,G004192
1989,1989-12-16,,REG,NYG,DAL,15,0,False,,fivethirtyeight,15,G004193
1989,1989-12-16,,REG,ARI,DEN,0,37,False,,fivethirtyeight,-37,G004194
1989,1989-12-17,,REG,CHI,GB,28,40,False,,fivethirtyeight,-12,G004195
1989,1989-12-17,,REG,LAR,NYJ,38,14,False,,fivethirtyeight,24,G004196
1989,1989-12-17,,REG,IND,MIA,42,13,False,,fivethirtyeight,29,G004197
1989,1989-12-17,,REG,DET,TB,33,7,False,,fivethirtyeight,26,G004198
1989,1989-12-17,,REG,KC,LAC,13,20,False,,fivethirtyeight,-7,G004199
1989,1989-12-17,,REG,PIT,NE,28,10,False,,fivethirtyeight,18,G004200
1989,1989-12-17,,REG,SEA,OAK,23,17,False,,fivethirtyeight,6,G004201
1989,1989-12-17,,REG,SF,BUF,21,10,False,,fivethirtyeight,11,G004202
1989,1989-12-17,,REG,ATL,WSH,30,31,False,,fivethirtyeight,-1,G004203
1989,1989-12-17,,REG,CLE,MIN,23,17,False,,fivethirtyeight,6,G004204
1989,1989-12-17,,REG,CIN,TEN,61,7,False,,fivethirtyeight,54,G004205
1989,1989-12-18,,REG,NO,PHI,30,20,False,,fivethirtyeight,10,G004206
1989,1989-12-23,,REG,SEA,WSH,0,29,False,,fivethirtyeight,-29,G004207
1989,1989-12-23,,REG,NYJ,BUF,0,37,False,,fivethirtyeight,-37,G004208
1989,1989-12-23,,REG,TEN,CLE,20,24,False,,fivethirtyeight,-4,G004209
1989,1989-12-24,,REG,ATL,DET,24,31,False,,fivethirtyeight,-7,G004210
1989,1989-12-24,,REG,NE,LAR,20,24,False,,fivethirtyeight,-4,G004211
1989,1989-12-24,,REG,LAC,DEN,19,16,False,,fivethirtyeight,3,G004212
1989,1989-12-24,,REG,PHI,ARI,31,14,False,,fivethirtyeight,17,G004213
1989,1989-12-24,,REG,NYG,OAK,34,17,False,,fivethirtyeight,17,G004214
1989,1989-12-24,,REG,NO,IND,41,6,False,,fivethirtyeight,35,G004215
1989,1989-12-24,,REG,MIA,KC,24,27,False,,fivethirtyeight,-3,G004216
1989,1989-12-24,,REG,DAL,GB,10,20,False,,fivethirtyeight,-10,G004217
1989,1989-12-24,,REG,TB,PIT,22,31,False,,fivethirtyeight,-9,G004218
1989,1989-12-24,,REG,SF,CHI,26,0,False,,fivethirtyeight,26,G004219
1989,1989-12-25,,REG,MIN,CIN,29,21,False,,fivethirtyeight,8,G004220
1989,1989-12-31,,PLAYOFF,TEN,PIT,23,26,False,,fivethirtyeight,-3,G004221
1989,1989-12-31,,PLAYOFF,PHI,LAR,7,21,False,,fivethirtyeight,-14,G004222
1989,1990-01-06,,PLAYOFF,SF,MIN,41,13,False,,fivethirtyeight,28,G004223
1989,1990-01-06,,PLAYOFF,CLE,BUF,34,30,False,,fivethirtyeight,4,G004224
1989,1990-01-07,,PLAYOFF,NYG,LAR,13,19,False,,fivethirtyeight,-6,G004225
1989,1990-01-07,,PLAYOFF,DEN,PIT,24,23,False,,fivethirtyeight,1,G004226
1989,1990-01-14,,PLAYOFF,DEN,CLE,37,21,False,,fivethirtyeight,16,G004227
1989,1990-01-14,,PLAYOFF,SF,LAR,30,3,False,,fivethirtyeight,27,G004228
1989,1990-01-28,,PLAYOFF,SF,DEN,55,10,True,,fivethirtyeight,45,G004229
1990,1990-09-09,,REG,WSH,ARI,31,0,False,,fivethirtyeight,31,G004230
1990,1990-09-09,,REG,OAK,DEN,14,9,False,,fivethirtyeight,5,G004231
1990,1990-09-09,,REG,NYG,PHI,27,20,False,,fivethirtyeight,7,G004232
1990,1990-09-09,,REG,NE,MIA,24,27,False,,fivethirtyeight,-3,G004233
1990,1990-09-09,,REG,KC,MIN,24,21,False,,fivethirtyeight,3,G004234
1990,1990-09-09,,REG,DET,TB,21,38,False,,fivethirtyeight,-17,G004235
1990,1990-09-09,,REG,CIN,NYJ,25,20,False,,fivethirtyeight,5,G004236
1990,1990-09-09,,REG,DAL,LAC,17,14,False,,fivethirtyeight,3,G004237
1990,1990-09-09,,REG,GB,LAR,36,24,False,,fivethirtyeight,12,G004238
1990,1990-09-09,,REG,CLE,PIT,13,3,False,,fivethirtyeight,10,G004239
1990,1990-09-09,,REG,CHI,SEA,17,0,False,,fivethirtyeight,17,G004240
1990,1990-09-09,,REG,BUF,IND,26,10,False,,fivethirtyeight,16,G004241
1990,1990-09-09,,REG,ATL,TEN,47,27,False,,fivethirtyeight,20,G004242
1990,1990-09-10,,REG,NO,SF,12,13,False,,fivethirtyeight,-1,G004243
1990,1990-09-16,,REG,TB,LAR,14,35,False,,fivethirtyeight,-21,G004244
1990,1990-09-16,,REG,LAC,CIN,16,21,False,,fivethirtyeight,-5,G004245
1990,1990-09-16,,REG,DET,ATL,21,14,False,,fivethirtyeight,7,G004246
1990,1990-09-16,,REG,SF,WSH,26,13,False,,fivethirtyeight,13,G004247
1990,1990-09-16,,REG,SEA,OAK,13,17,False,,fivethirtyeight,-4,G004248
1990,1990-09-16,,REG,PIT,TEN,20,9,False,,fivethirtyeight,11,G004249
1990,1990-09-16,,REG,PHI,ARI,21,23,False,,fivethirtyeight,-2,G004250
1990,1990-09-16,,REG,NYJ,CLE,24,21,False,,fivethirtyeight,3,G004251
1990,1990-09-16,,REG,MIN,NO,32,3,False,,fivethirtyeight,29,G004252
1990,1990-09-16,,REG,MIA,BUF,30,7,False,,fivethirtyeight,23,G004253
1990,1990-09-16,,REG,IND,NE,14,16,False,,fivethirtyeight,-2,G004254
1990,1990-09-16,,REG,DAL,NYG,7,28,False,,fivethirtyeight,-21,G004255
1990,1990-09-16,,REG,GB,CHI,13,31,False,,fivethirtyeight,-18,G004256
1990,1990-09-17,,REG,DEN,KC,24,23,False,,fivethirtyeight,1,G004257
1990,1990-09-23,,REG,CLE,LAC,14,24,False,,fivethirtyeight,-10,G004258
1990,1990-09-23,,REG,CHI,MIN,19,16,False,,fivethirtyeight,3,G004259
1990,1990-09-23,,REG,CIN,NE,41,7,False,,fivethirtyeight,34,G004260
1990,1990-09-23,,REG,DEN,SEA,34,31,False,,fivethirtyeight,3,G004261
1990,1990-09-23,,REG,GB,KC,3,17,False,,fivethirtyeight,-14,G004262
1990,1990-09-23,,REG,NO,ARI,28,7,False,,fivethirtyeight,21,G004263
1990,1990-09-23,,REG,NYG,MIA,20,3,False,,fivethirtyeight,17,G004264
1990,1990-09-23,,REG,TEN,IND,24,10,False,,fivethirtyeight,14,G004265
1990,1990-09-23,,REG,SF,ATL,19,13,False,,fivethirtyeight,6,G004266
1990,1990-09-23,,REG,OAK,PIT,20,3,False,,fivethirtyeight,17,G004267
1990,1990-09-23,,REG,LAR,PHI,21,27,False,,fivethirtyeight,-6,G004268
1990,1990-09-23,,REG,WSH,DAL,19,15,False,,fivethirtyeight,4,G004269
1990,1990-09-23,,REG,TB,DET,23,20,False,,fivethirtyeight,3,G004270
1990,1990-09-24,,REG,NYJ,BUF,7,30,False,,fivethirtyeight,-23,G004271
1990,1990-09-30,,REG,LAC,TEN,7,17,False,,fivethirtyeight,-10,G004272
1990,1990-09-30,,REG,BUF,DEN,29,28,False,,fivethirtyeight,1,G004273
1990,1990-09-30,,REG,PIT,MIA,6,28,False,,fivethirtyeight,-22,G004274
1990,1990-09-30,,REG,OAK,CHI,24,10,False,,fivethirtyeight,14,G004275
1990,1990-09-30,,REG,ARI,WSH,10,38,False,,fivethirtyeight,-28,G004276
1990,1990-09-30,,REG,DET,GB,21,24,False,,fivethirtyeight,-3,G004277
1990,1990-09-30,,REG,KC,CLE,34,0,False,,fivethirtyeight,34,G004278
1990,1990-09-30,,REG,MIN,TB,20,23,False,,fivethirtyeight,-3,G004279
1990,1990-09-30,,REG,NE,NYJ,13,37,False,,fivethirtyeight,-24,G004280
1990,1990-09-30,,REG,NYG,DAL,31,17,False,,fivethirtyeight,14,G004281
1990,1990-09-30,,REG,PHI,IND,23,24,False,,fivethirtyeight,-1,G004282
1990,1990-10-01,,REG,SEA,CIN,31,16,False,,fivethirtyeight,15,G004283
1990,1990-10-07,,REG,PIT,LAC,36,14,False,,fivethirtyeight,22,G004284
1990,1990-10-07,,REG,BUF,OAK,38,24,False,,fivethirtyeight,14,G004285
1990,1990-10-07,,REG,ATL,NO,28,27,False,,fivethirtyeight,1,G004286
1990,1990-10-07,,REG,CHI,GB,27,13,False,,fivethirtyeight,14,G004287
1990,1990-10-07,,REG,IND,KC,23,19,False,,fivethirtyeight,4,G004288
1990,1990-10-07,,REG,DAL,TB,14,10,False,,fivethirtyeight,4,G004289
1990,1990-10-07,,REG,MIA,NYJ,20,16,False,,fivethirtyeight,4,G004290
1990,1990-10-07,,REG,MIN,DET,27,34,False,,fivethirtyeight,-7,G004291
1990,1990-10-07,,REG,NE,SEA,20,33,False,,fivethirtyeight,-13,G004292
