franchise,season,era,games,wins,losses,ties,record,explosive_per_game,explosive_allowed_per_game,explosive_diff_per_game,explosive_rate_per_play,turnover_diff_per_game,points_per_game,margin_per_game,bayes_rating_z,won_super_bowl,reached_super_bowl
NE,2024,2017-2025,17,4,13,0,4-13-0,5.411764705882353,5.588235294117647,-0.17647058823529413,0.0901077375122429,0.6470588235294118,17.0,-7.529411764705882,-1.2912339707022855,False,False
PHI,2023,2017-2025,17,11,6,0,11-6-0,6.117647058823529,6.294117647058823,-0.17647058823529413,0.09420289855072464,0.5882352941176471,25.470588235294116,0.29411764705882354,-0.2032378773084711,False,False
PIT,2022,2017-2025,17,9,8,0,9-8-0,5.705882352941177,5.882352941176471,-0.17647058823529413,0.08810172570390554,-0.23529411764705882,18.11764705882353,-2.235294117647059,-0.1902407011137552,False,False
CAR,2013,2008-2016,16,12,4,0,12-4-0,5.4375,5.625,-0.1875,0.08868501529051988,-0.6875,22.875,7.8125,1.1843665573034647,False,False
HOU,2019,2017-2025,16,10,6,0,10-6-0,6.5625,6.75,-0.1875,0.1044776119402985,0.0,23.625,-0.4375,0.0634417483024449,False,False
HOU,2015,2008-2016,16,9,7,0,9-7-0,5.5625,5.75,-0.1875,0.08032490974729242,-0.3125,21.1875,1.625,-0.1204377984205448,False,False
IND,2005,1999-2007,16,14,2,0,14-2-0,5.1875,5.375,-0.1875,0.08521560574948665,-0.625,27.4375,12.0,1.7323274857247577,False,False
BAL,2004,1999-2007,16,9,7,0,9-7-0,5.0,5.1875,-0.1875,0.08264462809917356,-0.6875,19.8125,3.0625,0.8829128051625124,False,False
GB,2012,2008-2016,16,11,5,0,11-5-0,5.75,5.9375,-0.1875,0.08966861598440545,-0.4375,27.0625,6.0625,0.8415083337740255,False,False
NYG,2012,2008-2016,16,9,7,0,9-7-0,6.875,7.0625,-0.1875,0.11506276150627615,-0.875,26.8125,5.3125,0.9466522846912347,False,False
DET,2017,2017-2025,16,9,7,0,9-7-0,5.9375,6.125,-0.1875,0.09733606557377049,-0.625,25.625,2.125,0.3768345069446321,False,False
DEN,2019,2017-2025,16,7,9,0,7-9-0,5.4375,5.625,-0.1875,0.09216101694915255,-0.0625,17.625,-2.125,-0.292027834937101,False,False
NYG,2013,2008-2016,16,7,9,0,7-9-0,5.75,5.9375,-0.1875,0.09387755102040816,0.9375,18.375,-5.5625,-0.7434233233397962,False,False
KC,2013,2008-2016,16,11,5,0,11-5-0,6.5,6.6875,-0.1875,0.10337972166998012,-1.125,26.875,7.8125,1.0074584710780634,False,False
CIN,2007,1999-2007,16,7,9,0,7-9-0,5.0625,5.25,-0.1875,0.08157099697885196,-0.3125,23.75,-0.3125,-0.3052691746787108,False,False
CHI,2022,2017-2025,17,3,14,0,3-14-0,7.0,7.235294117647059,-0.23529411764705882,0.12081218274111676,0.11764705882352941,19.176470588235293,-8.058823529411764,-1.541281500768907,False,False
PHI,2025,2017-2025,17,11,6,0,11-6-0,5.705882352941177,5.9411764705882355,-0.23529411764705882,0.09748743718592964,-0.35294117647058826,22.294117647058822,3.176470588235294,0.419878117747737,False,False
TEN,2022,2017-2025,17,7,10,0,7-10-0,5.588235294117647,5.823529411764706,-0.23529411764705882,0.09703779366700716,0.17647058823529413,17.529411764705884,-3.588235294117647,-0.6421359332530365,False,False
JAX,2023,2017-2025,17,9,8,0,9-8-0,5.411764705882353,5.647058823529412,-0.23529411764705882,0.08348457350272233,0.17647058823529413,22.176470588235293,0.35294117647058826,0.2173643358543676,False,False
CLE,2003,1999-2007,16,5,11,0,5-11-0,4.3125,4.5625,-0.25,0.07210031347962383,0.6875,15.875,-4.25,-0.7484340365077244,False,False
LAC,2020,2017-2025,16,7,9,0,7-9-0,5.9375,6.1875,-0.25,0.08504923903312445,-0.1875,24.0,-2.625,-0.3314872820160992,False,False
DET,2006,1999-2007,16,3,13,0,3-13-0,5.25,5.5,-0.25,0.08786610878661087,0.5625,19.0625,-5.8125,-1.090253711381974,False,False
CHI,2008,2008-2016,16,9,7,0,9-7-0,4.6875,4.9375,-0.25,0.07637474541751528,-0.375,23.4375,1.5625,0.315889095432581,False,False
DET,2018,2017-2025,16,6,10,0,6-10-0,5.25,5.5,-0.25,0.08284023668639054,0.375,20.25,-2.25,-0.4658577878516931,False,False
NO,2010,2008-2016,16,11,5,0,11-5-0,5.4375,5.6875,-0.25,0.08285714285714285,0.375,24.0,4.8125,0.4144207912622092,False,False
NYJ,2012,2008-2016,16,6,10,0,6-10-0,5.25,5.5,-0.25,0.08171206225680934,0.875,17.5625,-5.875,-0.8615515013300721,False,False
BUF,2014,2008-2016,16,9,7,0,9-7-0,4.9375,5.1875,-0.25,0.07837301587301587,-0.4375,21.4375,3.375,0.6973807878729207,False,False
GB,2013,2008-2016,16,8,7,1,8-7-1,7.4375,7.6875,-0.25,0.11215834118755891,0.1875,26.0625,-0.6875,-0.310786908316751,False,False
NYG,2006,1999-2007,16,8,8,0,8-8-0,6.1875,6.4375,-0.25,0.10010111223458039,-0.0625,22.1875,-0.4375,-0.0022099175223506,False,False
NYG,1999,1999-2007,16,7,9,0,7-9-0,4.75,5.0,-0.25,0.07190160832544938,0.5,18.6875,-3.6875,-0.5434132444692823,False,False
PHI,2012,2008-2016,16,4,12,0,4-12-0,6.875,7.125,-0.25,0.10261194029850747,1.5,17.5,-10.25,-1.392266610037995,False,False
DAL,2000,1999-2007,16,5,11,0,5-11-0,5.625,5.875,-0.25,0.09615384615384616,0.875,18.375,-4.1875,-0.7192215889315413,False,False
NYJ,2000,1999-2007,16,9,7,0,9-7-0,5.125,5.375,-0.25,0.0779467680608365,0.25,20.0625,0.0,0.3494755941538907,False,False
LAR,2022,2017-2025,17,5,12,0,5-12-0,4.588235294117647,4.882352941176471,-0.29411764705882354,0.0790273556231003,0.058823529411764705,18.058823529411764,-4.529411764705882,-1.0514916606007736,False,False
BUF,2002,1999-2007,16,8,8,0,8-8-0,5.75,6.0625,-0.3125,0.08745247148288973,0.75,23.6875,-1.125,-0.1603660634180691,False,False
IND,2008,2008-2016,16,12,4,0,12-4-0,4.125,4.4375,-0.3125,0.06910994764397906,-0.5625,23.5625,4.9375,0.8530063862921727,False,False
WSH,2011,2008-2016,16,5,11,0,5-11-0,6.0,6.3125,-0.3125,0.09411764705882353,0.875,18.0,-4.9375,-0.7394973494185657,False,False
MIN,2005,1999-2007,16,9,7,0,9-7-0,4.8125,5.125,-0.3125,0.08252947481243302,-0.375,19.125,-2.375,-0.4557377799073617,False,False
LAC,2016,2008-2016,16,5,11,0,5-11-0,5.8125,6.125,-0.3125,0.09207920792079208,0.4375,25.625,-0.8125,-0.0617213220736555,False,False
BAL,2016,2008-2016,16,8,8,0,8-8-0,5.0625,5.375,-0.3125,0.07612781954887218,-0.4375,21.4375,1.375,0.2240437432823992,False,False
DET,2012,2008-2016,16,4,12,0,4-12-0,6.5,6.8125,-0.3125,0.09027777777777778,1.0,23.25,-4.0625,-0.5204555361579295,False,False
OAK,2013,2008-2016,16,4,12,0,4-12-0,5.5625,5.875,-0.3125,0.08980827447023208,0.5625,20.125,-8.1875,-1.3093180976855483,False,False
JAX,2000,1999-2007,16,7,9,0,7-9-0,5.8125,6.125,-0.3125,0.08699719363891488,-0.0625,22.9375,2.5,0.1262718275009843,False,False
TEN,2001,1999-2007,16,7,9,0,7-9-0,6.0,6.3125,-0.3125,0.09320388349514563,0.5,21.0,-3.25,-0.5265026316098051,False,False
TB,2012,2008-2016,16,7,9,0,7-9-0,6.75,7.125,-0.375,0.10789210789210789,-0.25,24.3125,-0.3125,0.0939210452667324,False,False
ATL,2014,2008-2016,16,6,10,0,6-10-0,5.9375,6.3125,-0.375,0.09241245136186771,-0.1875,23.8125,-2.25,-0.6233459084046792,False,False
CLE,2004,1999-2007,16,4,12,0,4-12-0,4.9375,5.3125,-0.375,0.08633879781420765,0.8125,17.25,-7.125,-0.7614596337759346,False,False
CIN,2016,2008-2016,16,6,9,1,6-9-1,5.75,6.125,-0.375,0.08854667949951876,-0.25,20.3125,0.625,0.19692633474846,False,False
KC,2004,1999-2007,16,7,9,0,7-9-0,7.625,8.0,-0.375,0.11306765523632993,0.375,30.1875,3.0,0.5768768252387566,False,False
IND,2003,1999-2007,16,12,4,0,12-4-0,5.5625,5.9375,-0.375,0.0863239573229874,-0.625,27.9375,6.9375,1.5401541656865825,False,False
DET,1999,1999-2007,16,8,8,0,8-8-0,5.25,5.625,-0.375,0.0877742946708464,-0.625,20.125,-0.0625,0.1314444624105555,False,False
NO,2005,1999-2007,16,3,13,0,3-13-0,5.75,6.125,-0.375,0.0913604766633565,1.375,14.6875,-10.1875,-1.5102550124830751,False,False
TEN,2013,2008-2016,16,7,9,0,7-9-0,5.875,6.25,-0.375,0.09233791748526522,0.0,22.625,-1.1875,-0.1740565634936204,False,False
LAR,2014,2008-2016,16,6,10,0,6-10-0,5.625,6.0,-0.375,0.09503695881731784,0.125,20.25,-1.875,-0.5079389454694306,False,False
TEN,2006,1999-2007,16,8,8,0,8-8-0,6.125,6.5,-0.375,0.1044776119402985,-0.125,20.25,-4.75,-0.3623793966529,False,False
TB,2023,2017-2025,17,9,8,0,9-8-0,5.647058823529412,6.0588235294117645,-0.4117647058823529,0.0933852140077821,-0.47058823529411764,20.470588235294116,1.3529411764705883,0.4448449483512554,False,False
SEA,2022,2017-2025,17,9,8,0,9-8-0,6.352941176470588,6.764705882352941,-0.4117647058823529,0.10454985479186835,-0.11764705882352941,23.941176470588236,0.35294117647058826,-0.2103093051045395,False,False
NO,2021,2017-2025,17,9,8,0,9-8-0,5.0588235294117645,5.470588235294118,-0.4117647058823529,0.08269230769230769,-0.4117647058823529,21.41176470588235,1.7058823529411764,0.2415561956309779,False,False
NYJ,2024,2017-2025,17,5,12,0,5-12-0,5.705882352941177,6.117647058823529,-0.4117647058823529,0.09566074950690336,0.11764705882352941,19.88235294117647,-3.8823529411764706,-0.7094120708082984,False,False
IND,2016,2008-2016,16,8,8,0,8-8-0,6.3125,6.75,-0.4375,0.09921414538310412,0.3125,25.6875,1.1875,0.0361102502958642,False,False
NE,2013,2008-2016,16,12,4,0,12-4-0,6.125,6.5625,-0.4375,0.0875,-0.5625,27.75,6.625,1.021928335753307,False,False
CLE,2012,2008-2016,16,5,11,0,5-11-0,5.25,5.6875,-0.4375,0.08476286579212916,-0.1875,18.875,-4.125,-0.7036352277898458,False,False
CAR,2006,1999-2007,16,8,8,0,8-8-0,5.3125,5.75,-0.4375,0.08682328907048008,0.375,16.875,-2.1875,-0.441924490385465,False,False
OAK,2017,2017-2025,16,6,10,0,6-10-0,5.375,5.8125,-0.4375,0.09110169491525423,0.875,18.8125,-4.5,-0.7353000683921286,False,False
NYJ,2016,2008-2016,16,5,11,0,5-11-0,6.0625,6.5,-0.4375,0.09719438877755511,1.3125,17.1875,-8.375,-1.438417882878388,False,False
DET,2016,2008-2016,16,9,7,0,9-7-0,5.4375,5.875,-0.4375,0.08950617283950617,0.0625,21.625,-0.75,-0.4261804682839868,False,False
OAK,2016,2008-2016,16,12,4,0,12-4-0,5.9375,6.375,-0.4375,0.09196515004840271,-1.0,26.0,1.9375,0.4267239921283426,False,False
PIT,2003,1999-2007,16,6,10,0,6-10-0,5.0,5.4375,-0.4375,0.0791295746785361,0.1875,18.75,-1.6875,-0.3276564531433474,False,False
LAC,2014,2008-2016,16,9,7,0,9-7-0,5.75,6.1875,-0.4375,0.09154228855721393,0.3125,21.75,0.0,0.2207499130733578,False,False
GB,2011,2008-2016,16,15,1,0,15-1-0,6.5625,7.0,-0.4375,0.11217948717948718,-1.5,35.0,12.5625,1.6158187987628374,False,False
CHI,2012,2008-2016,16,10,6,0,10-6-0,5.8125,6.25,-0.4375,0.09470468431771895,-1.25,23.4375,6.125,0.8724843236452029,False,False
IND,2025,2017-2025,17,8,9,0,8-9-0,5.411764705882353,5.882352941176471,-0.47058823529411764,0.09099901088031652,0.11764705882352941,27.41176470588235,3.176470588235294,0.6721236516210212,False,False
LAC,2012,2008-2016,16,7,9,0,7-9-0,4.625,5.125,-0.5,0.07566462167689161,-0.125,21.875,0.0,-0.2141582228679713,False,False
PHI,2020,2017-2025,16,4,11,1,4-11-1,5.875,6.375,-0.5,0.08744186046511628,0.625,20.875,-5.25,-0.8270366607533076,False,False
PHI,2015,2008-2016,16,7,9,0,7-9-0,6.25,6.75,-0.5,0.09182736455463728,0.375,23.5625,-3.3125,-0.6246556795444186,False,False
NYG,2011,2008-2016,16,9,7,0,9-7-0,6.25,6.75,-0.5,0.09900990099009901,-0.4375,24.625,-0.375,0.7583230106187602,True,True
CIN,2006,1999-2007,16,8,8,0,8-8-0,5.8125,6.3125,-0.5,0.09518935516888434,-0.4375,23.3125,2.625,0.5969912215108569,False,False
KC,2003,1999-2007,16,13,3,0,13-3-0,6.9375,7.4375,-0.5,0.11178247734138973,-1.1875,30.25,9.5,1.4085711660781122,False,False
SEA,1999,1999-2007,16,9,7,0,9-7-0,5.625,6.125,-0.5,0.09473684210526316,-0.1875,21.125,2.5,0.4812764977747769,False,False
DET,2010,2008-2016,16,6,10,0,6-10-0,5.5625,6.0625,-0.5,0.08396226415094339,-0.25,22.625,-0.4375,0.0733802606016849,False,False
SF,2002,1999-2007,16,10,6,0,10-6-0,5.875,6.375,-0.5,0.08801498127340825,-0.625,22.9375,1.0,-0.0148265152811135,False,False
BUF,2018,2017-2025,16,6,10,0,6-10-0,5.75,6.25,-0.5,0.0919080919080919,0.3125,16.8125,-6.5625,-0.9701592305467654,False,False
DEN,2008,2008-2016,16,8,8,0,8-8-0,6.25,6.75,-0.5,0.0998003992015968,1.0,23.125,-4.875,-0.8613320963299755,False,False
MIN,2016,2008-2016,16,8,8,0,8-8-0,4.75,5.25,-0.5,0.07645875251509054,-0.75,20.4375,1.25,0.1579871837480275,False,False
MIN,2014,2008-2016,16,7,9,0,7-9-0,5.25,5.75,-0.5,0.08686659772492245,0.0625,20.3125,-1.125,-0.2323003693611407,False,False
CHI,2019,2017-2025,16,8,8,0,8-8-0,4.1875,4.6875,-0.5,0.06620553359683795,0.0,17.5,-1.125,-0.1295189870097875,False,False
DET,2001,1999-2007,16,2,14,0,2-14-0,5.625,6.125,-0.5,0.0872093023255814,1.0,16.875,-9.625,-1.449752071133798,False,False
PIT,2014,2008-2016,16,11,5,0,11-5-0,6.125,6.625,-0.5,0.09386973180076628,0.0,27.25,4.25,0.4414562098422395,False,False
MIA,2006,1999-2007,16,6,10,0,6-10-0,4.6875,5.1875,-0.5,0.07352941176470588,-0.125,16.25,-1.4375,-0.0227671647734731,False,False
CAR,2022,2017-2025,17,7,10,0,7-10-0,5.823529411764706,6.352941176470588,-0.5294117647058824,0.101956745623069,0.23529411764705882,20.41176470588235,-1.588235294117647,-0.4691885722528007,False,False
CIN,2021,2017-2025,17,10,7,0,10-7-0,6.0588235294117645,6.588235294117647,-0.5294117647058824,0.09932497589199614,0.0,27.058823529411764,4.9411764705882355,0.7290038065211779,False,True
HOU,2024,2017-2025,17,10,7,0,10-7-0,5.647058823529412,6.176470588235294,-0.5294117647058824,0.09186602870813397,-0.5882352941176471,21.88235294117647,0.0,0.0964915427093304,False,False
IND,2023,2017-2025,17,9,8,0,9-8-0,5.823529411764706,6.352941176470588,-0.5294117647058824,0.09107635694572216,-0.17647058823529413,23.294117647058822,-1.1176470588235294,-0.3171622430033635,False,False
KC,2000,1999-2007,15,6,9,0,6-9-0,6.133333333333334,6.666666666666667,-0.5333333333333333,0.09924487594390508,-0.13333333333333333,20.866666666666667,-2.066666666666667,-0.0147664766529142,False,False
GB,2004,1999-2007,16,10,6,0,10-6-0,6.375,6.9375,-0.5625,0.09817131857555342,0.875,26.5,2.75,0.059211725868146,False,False
IND,2013,2008-2016,16,11,5,0,11-5-0,5.5625,6.125,-0.5625,0.08794466403162056,-0.875,24.4375,3.4375,0.4384311757798032,False,False
KC,2006,1999-2007,16,9,7,0,9-7-0,5.75,6.3125,-0.5625,0.09283551967709384,-0.3125,20.6875,1.0,0.0362100584111051,False,False
CIN,2010,2008-2016,16,4,12,0,4-12-0,5.125,5.6875,-0.5625,0.07945736434108527,0.5,20.125,-4.5625,-0.46279101248282,False,False
NO,2001,1999-2007,16,7,9,0,7-9-0,6.5625,7.125,-0.5625,0.10144927536231885,0.3125,20.8125,-4.75,-0.7685476930311559,False,False
ATL,2010,2008-2016,16,13,3,0,13-3-0,4.5625,5.125,-0.5625,0.06753006475485661,-0.8125,25.875,7.875,0.8812443309583707,False,False
CLE,2019,2017-2025,16,6,10,0,6-10-0,6.8125,7.375,-0.5625,0.11271975180972078,0.5,20.9375,-3.625,-0.454238766582642,False,False
KC,2017,2017-2025,16,10,6,0,10-6-0,6.625,7.1875,-0.5625,0.10849539406345957,-0.9375,25.9375,4.75,0.6552902762550417,False,False
BAL,2017,2017-2025,16,9,7,0,9-7-0,4.875,5.4375,-0.5625,0.07514450867052024,-1.0625,24.6875,5.75,0.6662465970081252,False,False
MIA,2016,2008-2016,16,10,6,0,10-6-0,6.375,6.9375,-0.5625,0.11258278145695365,-0.125,22.6875,-1.0625,-0.3928207538047037,False,False
TB,2005,1999-2007,16,11,5,0,11-5-0,4.25,4.8125,-0.5625,0.07039337474120083,-0.4375,18.75,1.625,-0.0130604878854663,False,False
CIN,2022,2017-2025,16,12,4,0,12-4-0,5.375,5.9375,-0.5625,0.08317214700193423,-0.375,26.125,6.0,1.674640260831196,False,False
NYJ,2017,2017-2025,16,5,11,0,5-11-0,5.75,6.3125,-0.5625,0.09513960703205791,0.25,18.625,-5.25,-0.8595816459659811,False,False
ARI,2023,2017-2025,17,4,13,0,4-13-0,6.411764705882353,7.0,-0.5882352941176471,0.10177404295051354,0.058823529411764705,19.41176470588235,-7.352941176470588,-1.2628207619172351,False,False
NYJ,2011,2008-2016,16,8,8,0,8-8-0,4.6875,5.3125,-0.625,0.07352941176470588,0.1875,23.5625,0.875,0.213954007376201,False,False
CLE,2010,2008-2016,16,5,11,0,5-11-0,4.75,5.375,-0.625,0.0832420591456736,0.0625,16.9375,-3.8125,-0.4004019460797861,False,False
CIN,2004,1999-2007,16,8,8,0,8-8-0,5.875,6.5,-0.625,0.09504550050556117,-0.25,23.375,0.125,0.3036809616328223,False,False
DEN,2007,1999-2007,16,7,9,0,7-9-0,6.0,6.625,-0.625,0.09968847352024922,-0.0625,20.0,-5.5625,-0.5287353299598523,False,False
KC,2019,2017-2025,16,12,4,0,12-4-0,5.75,6.375,-0.625,0.09573361082206035,-0.5,28.1875,8.9375,1.8206959561291904,True,True
MIA,2008,2008-2016,16,11,5,0,11-5-0,5.3125,5.9375,-0.625,0.08966244725738397,-1.0,21.5625,1.75,-0.0509800314190501,False,False
GB,2005,1999-2007,16,4,12,0,4-12-0,4.6875,5.3125,-0.625,0.07163323782234957,1.5,18.625,-2.875,-0.5395267711009138,False,False
BUF,2017,2017-2025,16,9,7,0,9-7-0,6.1875,6.8125,-0.625,0.09969788519637462,-0.5625,18.875,-3.5625,-0.5180690825993965,False,False
PIT,2019,2017-2025,16,8,8,0,8-8-0,4.5625,5.1875,-0.625,0.0790899241603467,-0.5,18.0625,-0.875,-0.0735030342072668,False,False
GB,2023,2017-2025,17,9,8,0,9-8-0,6.0,6.647058823529412,-0.6470588235294118,0.09798270893371758,0.0,22.529411764705884,1.9411764705882353,0.6607345643195355,False,False
DET,2019,2017-2025,16,3,12,1,3-12-1,6.1875,6.875,-0.6875,0.09792284866468842,0.3125,21.3125,-5.125,-0.8486586724474292,False,False
KC,2012,2008-2016,16,2,14,0,2-14-0,6.25,6.9375,-0.6875,0.099601593625498,1.5,13.1875,-13.375,-2.0740449069884104,False,False
BAL,2013,2008-2016,16,8,8,0,8-8-0,4.8125,5.5,-0.6875,0.07103321033210332,0.375,20.0,-2.0,-0.4393330504490312,False,False
ARI,2007,1999-2007,16,8,8,0,8-8-0,4.6875,5.375,-0.6875,0.07447864945382324,0.4375,25.25,0.3125,-0.4286309101965506,False,False
LAR,2012,2008-2016,16,7,8,1,7-8-1,5.5625,6.25,-0.6875,0.09008097165991903,0.125,18.6875,-3.0625,-0.0422747897886049,False,False
WSH,2013,2008-2016,16,3,13,0,3-13-0,6.25,6.9375,-0.6875,0.09041591320072333,0.5,20.875,-9.0,-1.4090048185166757,False,False
IND,2022,2017-2025,17,4,12,1,4-12-1,5.117647058823529,5.823529411764706,-0.7058823529411765,0.07909090909090909,0.7647058823529411,17.0,-8.117647058823529,-1.679636329799331,False,False
MIA,2025,2017-2025,17,7,10,0,7-10-0,5.764705882352941,6.470588235294118,-0.7058823529411765,0.1040339702760085,0.23529411764705882,20.41176470588235,-4.529411764705882,-0.9320336305064866,False,False
PIT,2023,2017-2025,17,10,7,0,10-7-0,5.647058823529412,6.352941176470588,-0.7058823529411765,0.09523809523809523,-0.6470588235294118,17.88235294117647,-1.1764705882352942,-0.1569967872409759,False,False
DET,2022,2017-2025,17,9,8,0,9-8-0,6.470588235294118,7.176470588235294,-0.7058823529411765,0.10175763182238667,-0.4117647058823529,26.647058823529413,1.5294117647058822,0.3558905344806675,False,False
NO,2003,1999-2007,16,8,8,0,8-8-0,5.125,5.875,-0.75,0.0814299900695134,0.125,21.25,0.875,0.0819593221564968,False,False
KC,2009,2008-2016,16,4,12,0,4-12-0,5.5625,6.3125,-0.75,0.08777120315581854,-0.0625,18.375,-8.125,-1.2388213193519308,False,False
NYG,2020,2017-2025,16,6,10,0,6-10-0,5.125,5.875,-0.75,0.0863157894736842,0.0,17.5,-4.8125,-0.8062554331971745,False,False
ATL,2019,2017-2025,16,7,9,0,7-9-0,5.4375,6.1875,-0.75,0.0798165137614679,0.3125,23.8125,-1.125,-0.038621679704109,False,False
PIT,1999,1999-2007,16,6,10,0,6-10-0,4.9375,5.6875,-0.75,0.07567049808429119,-0.1875,19.8125,-0.1875,-0.3449531421417269,False,False
HOU,2017,2017-2025,16,4,12,0,4-12-0,5.8125,6.5625,-0.75,0.0908203125,0.75,21.125,-6.125,-1.150913444783811,False,False
NE,1999,1999-2007,16,8,8,0,8-8-0,5.125,5.875,-0.75,0.0823293172690763,0.0,18.6875,0.9375,0.23017262237664,False,False
LAR,2013,2008-2016,16,7,9,0,7-9-0,5.375,6.125,-0.75,0.08986415882967608,-0.5,21.75,-1.0,0.1864199068180013,False,False
LAR,2015,2008-2016,16,7,9,0,7-9-0,5.6875,6.4375,-0.75,0.10044150110375276,-0.3125,17.5,-3.125,-0.3237935486804313,False,False
TEN,2004,1999-2007,16,5,11,0,5-11-0,6.375,7.125,-0.75,0.09760765550239234,0.0625,21.5,-5.9375,-0.8932003806426911,False,False
MIA,2010,2008-2016,16,7,9,0,7-9-0,4.9375,5.6875,-0.75,0.07684824902723736,0.6875,17.0625,-3.75,-0.2153998375239576,False,False
CHI,2009,2008-2016,16,7,9,0,7-9-0,5.5,6.25,-0.75,0.09176225234619395,0.375,20.4375,-3.0,-0.4092961815326382,False,False
KC,2016,2008-2016,16,12,4,0,12-4-0,5.5,6.25,-0.75,0.09062821833161688,-1.0,24.3125,4.875,0.9967045227795532,False,False
CIN,2024,2017-2025,17,9,8,0,9-8-0,5.235294117647059,6.0,-0.7647058823529411,0.0832553788587465,-0.23529411764705882,27.764705882352942,2.235294117647059,0.2958618319638081,False,False
DET,2021,2017-2025,17,3,13,1,3-13-1,6.0,6.764705882352941,-0.7647058823529411,0.09659090909090909,0.23529411764705882,19.11764705882353,-8.352941176470589,-1.243938650927992,False,False
SEA,2023,2017-2025,17,9,8,0,9-8-0,6.117647058823529,6.882352941176471,-0.7647058823529411,0.10569105691056911,-0.11764705882352941,21.41176470588235,-2.235294117647059,-0.3115664784634898,False,False
CLE,2025,2017-2025,17,5,12,0,5-12-0,4.470588235294118,5.235294117647059,-0.7647058823529411,0.07392996108949416,0.4117647058823529,16.41176470588235,-5.882352941176471,-1.1489769195686212,False,False
NYG,2025,2017-2025,17,4,13,0,4-13-0,6.529411764705882,7.294117647058823,-0.7647058823529411,0.10287303058387395,0.11764705882352941,22.41176470588235,-3.411764705882353,-0.59356832714061,False,False
CHI,2021,2017-2025,17,6,11,0,6-11-0,5.529411764705882,6.294117647058823,-0.7647058823529411,0.08809746954076851,0.7647058823529411,18.294117647058822,-5.647058823529412,-0.8145124041248719,False,False
LAC,1999,1999-2007,16,8,8,0,8-8-0,4.1875,5.0,-0.8125,0.06549364613880743,0.5,16.8125,-2.9375,-0.3183388388688511,False,False
WSH,2018,2017-2025,16,7,9,0,7-9-0,5.6875,6.5,-0.8125,0.0948905109489051,-0.4375,17.5625,-4.875,-0.9499311364005816,False,False
MIA,2007,1999-2007,16,1,15,0,1-15-0,5.375,6.1875,-0.8125,0.08757637474541752,0.4375,16.6875,-10.625,-1.3584403224429786,False,False
BUF,2012,2008-2016,16,6,10,0,6-10-0,6.5625,7.375,-0.8125,0.10802469135802469,0.875,21.5,-5.6875,-0.8518482027228046,False,False
TEN,2015,2008-2016,16,3,13,0,3-13-0,5.125,5.9375,-0.8125,0.08444902162718847,0.875,18.6875,-7.75,-1.5911296403882196,False,False
BAL,2010,2008-2016,16,12,4,0,12-4-0,4.9375,5.75,-0.8125,0.07907907907907907,-0.4375,22.3125,5.4375,1.1678811951366554,False,False
DET,2007,1999-2007,16,7,9,0,7-9-0,5.3125,6.125,-0.8125,0.08881922675026123,0.0625,21.625,-6.125,-0.4799617046786004,False,False
CHI,2000,1999-2007,16,5,11,0,5-11-0,4.5625,5.375,-0.8125,0.0744138634046891,0.5625,13.5,-8.6875,-1.0801197911920843,False,False
NO,1999,1999-2007,16,3,13,0,3-13-0,5.75,6.5625,-0.8125,0.08871745419479267,0.3125,16.25,-10.875,-1.8103948159520684,False,False
TB,2013,2008-2016,16,4,12,0,4-12-0,5.375,6.1875,-0.8125,0.08847736625514403,-0.625,18.0,-6.3125,-0.6420653156669387,False,False
PHI,2016,2008-2016,16,7,9,0,7-9-0,6.0625,6.875,-0.8125,0.09040074557315937,-0.375,22.9375,2.25,0.5680952587346827,False,False
CLE,2018,2017-2025,16,7,8,1,7-8-1,7.25,8.0625,-0.8125,0.1141732283464567,-0.4375,22.4375,-2.0625,-0.2625034780636693,False,False
CLE,2014,2008-2016,16,7,9,0,7-9-0,6.125,6.9375,-0.8125,0.09751243781094528,-0.3125,18.6875,-2.375,-0.4999561146396488,False,False
OAK,2024,2017-2025,17,4,13,0,4-13-0,4.9411764705882355,5.764705882352941,-0.8235294117647058,0.07969639468690702,0.9411764705882353,18.176470588235293,-7.352941176470588,-1.1404264020200636,False,False
LAC,2021,2017-2025,17,9,8,0,9-8-0,5.764705882352941,6.588235294117647,-0.8235294117647058,0.08726625111308994,0.058823529411764705,27.88235294117647,0.8823529411764706,0.1514094327383453,False,False
DEN,2023,2017-2025,17,8,9,0,8-9-0,5.764705882352941,6.588235294117647,-0.8235294117647058,0.09780439121756487,-0.23529411764705882,21.0,-3.2941176470588234,-0.3738811596690158,False,False
NO,2002,1999-2007,16,9,7,0,9-7-0,5.8125,6.6875,-0.875,0.09290709290709291,-0.5,27.0,2.75,0.55615278634932,False,False
TB,2018,2017-2025,16,5,11,0,5-11-0,7.0625,7.9375,-0.875,0.10772163965681601,1.125,24.75,-4.25,-0.5664414775464435,False,False
KC,1999,1999-2007,16,9,7,0,9-7-0,5.4375,6.3125,-0.875,0.08438409311348205,-1.1875,24.375,4.25,0.8875613179427517,False,False
ATL,2001,1999-2007,16,7,9,0,7-9-0,6.0625,6.9375,-0.875,0.09817813765182186,-0.0625,18.1875,-5.375,-0.9123145486884608,False,False
PIT,2020,2017-2025,16,12,4,0,12-4-0,5.0,5.875,-0.875,0.07789678675754626,-0.5625,26.0,6.5,0.754297881688452,False,False
