coefficient,slope_per_season,slope_se,intercept,r2,n_seasons
epd_std_coef,-0.002125038185404967,0.0043328691270238815,5.375629088503349,0.009529798966392722,27
tod_std_coef,0.008640816323995573,0.00502653233269022,-19.055335578240346,0.10570888531155243,27
