season,n_games,epd_only_b0,epd_only_b_epd,epd_only_se_b_epd,epd_only_b_epd_raw,epd_only_se_b_epd_raw,epd_only_log_loss,epd_only_accuracy,epd_only_converged,tod_only_b0,tod_only_b_tod,tod_only_se_b_tod,tod_only_b_tod_raw,tod_only_se_b_tod_raw,tod_only_log_loss,tod_only_accuracy,tod_only_converged,both_b0,both_b_epd,both_b_tod,both_se_b_epd,both_se_b_tod,both_b_epd_raw,both_se_b_epd_raw,both_b_tod_raw,both_se_b_tod_raw,both_log_loss,both_accuracy,both_converged
2013,255,0.4599838298862444,0.761443580434823,0.1555540165263382,0.20730618576273382,0.04235022879532793,0.6165303729315194,0.6666666666666666,True,0.5869850371981873,-1.7160382651652826,0.2348141641563222,-0.8870022159506121,0.12137298344171116,0.4892011124317958,0.7568627450980392,True,0.6837658406643671,1.0080631105436881,-1.8539069573278866,0.19321596511674713,0.251340844341083,0.2744493798681607,0.05260385114015265,-0.9582650997340714,0.1299154514296135,0.421550494074328,0.796078431372549,True
2014,255,0.3412416960161837,0.9717483655232828,0.16643031960921992,0.25127805005276505,0.04303612711356935,0.5969694558344235,0.6549019607843137,True,0.3818743824415969,-1.4150631264903877,0.1963341323859965,-0.7436877495220664,0.10318358689102697,0.5297696222814551,0.7294117647058823,True,0.48050661994638366,0.946495495368786,-1.4356187408304972,0.18492299184642794,0.214058183140112,0.2447480756316189,0.04781802619865631,-0.7544907718625283,0.11249847834073542,0.4647675302375212,0.7686274509803922,True
2015,256,0.17995509773544863,0.9445558262270664,0.15789140247420852,0.2719466406408008,0.04545844226109676,0.6026301719594762,0.6953125,True,0.2033657364157624,-1.2915891456525816,0.18715663493681303,-0.681712695588712,0.09878300272926445,0.5540612997108362,0.71484375,True,0.22180975387016139,1.1489475675518157,-1.4995322237877875,0.19024963794993524,0.21896876723650235,0.3307929744250224,0.054774687199034874,-0.791466975269455,0.11557374035309963,0.46009499643161234,0.78515625,True
2016,254,0.36067742169415684,0.7807684680788319,0.15391143073079513,0.22602212349071366,0.04455531931107112,0.6197402761387774,0.6417322834645669,True,0.44975097530112773,-1.5234816633008428,0.20613755551786642,-0.7845641430813911,0.10615692889362398,0.5134484689422926,0.7480314960629921,True,0.5175412095549682,0.9205092361255396,-1.591859216628972,0.18874116639362484,0.2189897074583344,0.26647522376749266,0.05463806616495427,-0.8197772853365154,0.11277554322737192,0.4541892527614315,0.7677165354330708,True
2017,256,0.31859132351587544,1.0218969904486792,0.17073961052075262,0.2747317239634445,0.04590246178004492,0.591077278425344,0.6796875,True,0.38677686161458635,-1.6302883932547456,0.2210216279411004,-0.8757816369378244,0.11873155934728742,0.504835359054233,0.7421875,True,0.45231719896056144,1.2925476837389136,-1.9273090895944083,0.22567689349069728,0.27432862457869694,0.34749476393176876,0.06067206635004533,-1.0353394628544048,0.14736777424562808,0.40988159608105107,0.81640625,True
2018,254,0.4898314841160609,0.9392482308088628,0.16314718483293666,0.2432519688091648,0.0422528066750872,0.5897030825961002,0.6889763779527559,True,0.6019212227333083,-1.502956007937775,0.21405463272904285,-0.8449206611863935,0.1203356457941791,0.5151757066763143,0.7480314960629921,True,0.7971185900193718,1.2500937313066205,-1.7860582603349335,0.20926760495357954,0.25595770922725686,0.3237565441826341,0.05419734128122716,-1.0040729856825525,0.14389240654674054,0.4178693262919441,0.7834645669291339,True
2019,255,0.07036879674421322,1.0848125325676432,0.17604592907286923,0.2742488019253171,0.04450574056126441,0.5903496125228449,0.6470588235294118,True,0.07731280172453854,-1.4394525904693558,0.20346716360390835,-0.7846180907552404,0.11090606143980629,0.5387819317470905,0.7254901960784313,True,0.07685638265830759,1.223215331797073,-1.5470590433522904,0.21250075665693952,0.22674784741053602,0.3092380749400207,0.053721796321296734,-0.843272311236668,0.12359591715355132,0.4463851364700383,0.788235294117647,True
2020,255,-0.005010654591487622,0.9435869657138024,0.16017701524289352,0.2519540600059891,0.04277003686624568,0.6068166222903725,0.6784313725490196,True,0.02735919754955325,-1.5517468195201238,0.21192282325359027,-0.9001078540026725,0.12292817053233407,0.5226542243841121,0.7607843137254902,True,0.002890566089039954,1.1718405772593927,-1.7456872591130896,0.2015495199665509,0.2437306918763235,0.3129017269721566,0.053817212077972916,-1.0126051445982762,0.1413786754769882,0.4353892971645664,0.803921568627451,True
2021,271,0.08057842262182457,0.9166478965636539,0.15456802507343925,0.2432372581453061,0.041015424523136404,0.6111119351104607,0.6457564575645757,True,0.08504416959938696,-1.497532330036582,0.198815317824116,-0.82703954254019,0.10979938543244852,0.526103434466621,0.7158671586715867,True,0.13157338705704572,0.9880981764611484,-1.5088306992821579,0.18785879102667216,0.20905307778148885,0.26219695929242415,0.04984930137200906,-0.8332792730253963,0.1154533750939439,0.46192041279624585,0.7822878228782287,True
2022,269,0.2871177401530039,0.7701489263143351,0.1486816743171862,0.23538253279286322,0.04544195010197144,0.6257728695277859,0.6133828996282528,True,0.344870069632597,-1.4000139771789344,0.19324482134253906,-0.8369716449222492,0.11552772945716042,0.5364170998390773,0.7360594795539034,True,0.4250129538374619,0.821839889242943,-1.463769169256867,0.17138545094064203,0.2082128938432542,0.25118097042084964,0.05238096184761822,-0.8750864700994418,0.12447610602085943,0.48544603970335026,0.7732342007434945,True
2023,272,0.26638231034742904,1.0050630148324646,0.15685685605116023,0.2763698467400433,0.04313212666989874,0.5909173633570857,0.6875,True,0.2972597584706724,-1.3212898482856765,0.18532702099279103,-0.7111103529804754,0.09974190257042653,0.5487025387430622,0.6985294117647058,True,0.39272545723764934,1.233662396624385,-1.6212022384529112,0.18908196411936581,0.23109109562833136,0.3392295631740749,0.05199331054250982,-0.8725214210453297,0.12437185587713484,0.44052606541366507,0.7904411764705882,True
2024,272,0.15974651116849678,0.9487980918104709,0.1551310718916834,0.24435977846117127,0.03995348924823527,0.6039584192014313,0.6507352941176471,True,0.16332218766766943,-1.2747059773647031,0.17907638112970017,-0.7845790364183961,0.11022116240679995,0.5569403616438668,0.6911764705882353,True,0.1631653678720738,0.9651839105797015,-1.2983635203557429,0.176415385413916,0.1948035759917749,0.2485798913375723,0.04543519308162558,-0.7991402078677602,0.11990122009034573,0.48863207935770314,0.7536764705882353,True
2025,271,0.19426832227280896,1.0460516709367869,0.16434163363545873,0.291953107475553,0.04586776347722165,0.590397158850154,0.6900369003690037,True,0.2388707743656211,-1.468359198033638,0.19745566556387095,-0.82700706159806,0.11121068332091129,0.5311374127252727,0.7158671586715867,True,0.2511115354412052,1.1496165669747196,-1.5443737576185883,0.19517432798727935,0.21753726704799428,0.32085807848580833,0.05447317100914264,-0.8698198676506975,0.12252101274017618,0.44287373353514803,0.7933579335793358,True
