game_id,season,week,game_type,team,opponent,points_for,points_against,is_home,plays,pass_plays,rush_plays,dropbacks,sacks_taken,negative_plays,yards,epa_total,explosive_20_10,explosive_25_15,explosive_20_20,explosive_epa2,explosive_20_10_ng,explosive_25_15_ng,explosive_20_20_ng,explosive_epa2_ng,turnovers,turnovers_ng,turnovers_scrimmage,turnovers_scrimmage_ng,def_plays_made,drives,drive_plays_total,drive_seconds_total,franchise,opp_franchise,margin,win,explosive_20_10_diff,explosive_25_15_diff,explosive_20_20_diff,explosive_epa2_diff,explosive_20_10_ng_diff,explosive_25_15_ng_diff,explosive_20_20_ng_diff,explosive_epa2_ng_diff,turnovers_diff,turnovers_ng_diff,turnovers_scrimmage_diff,turnovers_scrimmage_ng_diff,yards_diff
2001_14_CIN_NYJ,2001,14,REG,CIN,NYJ,14,15,False,56,23,33,24,0,2,248.0,6.122745022003073,1,1,1,1,1,1,1,1,3.0,3.0,3.0,3.0,6,9,56.0,1774.0,CIN,NYJ,-1,0.0,-7,-4,-3,-6,-7,-4,-3,-6,3.0,3.0,3.0,3.0,-62.0
2001_14_DAL_SEA,2001,14,REG,SEA,DAL,29,3,True,71,27,44,28,1,5,312.0,-3.5498797757059,6,3,3,3,6,3,3,2,0.0,0.0,0.0,0.0,7,12,74.0,2100.0,SEA,DAL,26,1.0,0,1,2,2,0,1,2,1,-1.0,0.0,-1.0,0.0,94.0
2001_14_DAL_SEA,2001,14,REG,DAL,SEA,3,29,False,58,37,21,38,4,6,218.0,-19.8434693313803,6,2,1,1,6,2,1,1,1.0,0.0,1.0,0.0,4,11,59.0,1518.0,DAL,SEA,-26,0.0,0,-1,-2,-2,0,-1,-2,-1,1.0,0.0,1.0,0.0,-94.0
2001_14_DEN_KC,2001,14,REG,KC,DEN,26,23,True,59,26,33,26,5,12,396.0,5.220456597675366,12,3,5,5,12,3,5,5,3.0,3.0,2.0,2.0,7,13,65.0,1908.0,KC,DEN,3,1.0,7,1,1,3,7,1,1,3,2.0,2.0,1.0,1.0,61.0
2001_14_DEN_KC,2001,14,REG,DEN,KC,23,26,False,70,36,34,36,2,7,335.0,1.181229436759475,5,2,4,2,5,2,4,2,1.0,1.0,1.0,1.0,12,13,74.0,2236.0,DEN,KC,-3,0.0,-7,-1,-1,-3,-7,-1,-1,-3,-2.0,-2.0,-1.0,-1.0,-61.0
2001_14_GB_TEN,2001,14,REG,TEN,GB,26,20,True,76,42,34,42,4,10,425.0,2.730092771421612,8,5,6,5,7,4,5,4,2.0,2.0,2.0,2.0,8,13,76.0,2243.0,TEN,GB,6,1.0,5,4,4,2,5,4,4,2,0.0,0.0,0.0,0.0,202.0
2001_14_GB_TEN,2001,14,REG,GB,TEN,20,26,False,55,40,15,42,2,8,223.0,-6.454489895583315,3,1,2,3,2,0,1,2,2.0,2.0,2.0,2.0,10,13,57.0,1357.0,GB,TEN,-6,0.0,-5,-4,-4,-2,-5,-4,-4,-2,0.0,0.0,0.0,0.0,-202.0
2001_14_JAX_CLE,2001,14,REG,CLE,JAX,10,15,True,48,33,15,33,3,5,220.0,-12.509283529700799,2,1,2,1,2,1,2,1,2.0,2.0,1.0,1.0,14,9,64.0,1824.0,CLE,JAX,-5,0.0,-4,0,1,-4,-4,0,1,-4,-1.0,-1.0,-2.0,-2.0,-62.0
2001_14_JAX_CLE,2001,14,REG,JAX,CLE,15,10,False,76,43,33,43,8,13,282.0,-8.927803111130368,6,1,1,5,6,1,1,5,3.0,3.0,3.0,3.0,5,11,79.0,2233.0,JAX,CLE,5,1.0,4,0,-1,4,4,0,-1,4,1.0,1.0,2.0,2.0,62.0
2001_14_MIA_SF,2001,14,REG,SF,MIA,21,0,True,69,20,49,20,0,6,286.0,8.015098368767413,4,2,2,3,3,2,2,3,0.0,0.0,0.0,0.0,11,11,71.0,2352.0,SF,MIA,21,1.0,1,0,-1,2,3,2,2,3,-4.0,-2.0,-4.0,-2.0,112.0
2001_14_MIA_SF,2001,14,REG,MIA,SF,0,21,False,49,34,15,34,6,9,174.0,-16.2110948554473,3,2,3,1,0,0,0,0,4.0,2.0,4.0,2.0,4,10,49.0,1248.0,MIA,SF,-21,0.0,-1,0,1,-2,-3,-2,-2,-3,4.0,2.0,4.0,2.0,-112.0
2001_14_MIN_DET,2001,14,REG,DET,MIN,27,24,True,69,34,35,42,6,10,369.0,-5.209146797041431,9,5,5,3,9,5,5,3,1.0,1.0,1.0,1.0,6,14,74.0,2098.0,DET,MIN,3,1.0,6,3,3,-1,6,3,3,-1,-1.0,-1.0,-1.0,-1.0,55.0
2001_14_MIN_DET,2001,14,REG,MIN,DET,24,27,False,56,39,17,40,2,4,314.0,-6.747479630059949,3,2,2,4,3,2,2,4,2.0,2.0,2.0,2.0,9,13,61.0,1692.0,MIN,DET,-3,0.0,-6,-3,-3,1,-6,-3,-3,1,1.0,1.0,1.0,1.0,-55.0
2001_14_NE_BUF,2001,14,REG,BUF,NE,9,12,True,73,45,28,47,1,4,310.0,-11.41737137673547,3,1,2,1,3,1,2,1,1.0,1.0,1.0,1.0,8,14,77.0,1977.0,BUF,NE,-3,0.0,-3,-3,-3,-4,-3,-3,-3,-4,-1.0,-1.0,-1.0,-1.0,-25.0
2001_14_NE_BUF,2001,14,REG,NE,BUF,12,9,False,67,40,27,41,5,9,335.0,-9.519442443694121,6,4,5,5,6,4,5,5,2.0,2.0,2.0,2.0,4,13,71.0,1968.0,NE,BUF,3,1.0,3,3,3,4,3,3,3,4,1.0,1.0,1.0,1.0,25.0
2001_14_OAK_SD,2001,14,REG,LAC,LV,6,13,True,63,41,22,43,4,3,274.0,-14.740309182518281,3,1,3,2,3,1,3,2,3.0,3.0,3.0,3.0,5,11,65.0,1783.0,LAC,OAK,-7,0.0,2,0,2,0,2,0,2,0,0.0,0.0,1.0,1.0,-25.0
2001_14_OAK_SD,2001,14,REG,LV,LAC,13,6,False,57,30,27,31,2,3,299.0,1.8427501448515402,1,1,1,2,1,1,1,2,3.0,3.0,2.0,2.0,8,10,59.0,1817.0,OAK,LAC,7,1.0,-2,0,-2,0,-2,0,-2,0,0.0,0.0,-1.0,-1.0,25.0
2001_14_PHI_WAS,2001,14,REG,WAS,PHI,6,20,True,67,38,29,39,2,7,362.0,-15.001590579885395,10,6,5,4,9,5,4,3,3.0,3.0,2.0,2.0,8,15,75.0,2225.0,WSH,PHI,-14,0.0,4,3,1,0,4,3,0,-1,-1.0,1.0,-2.0,0.0,75.0
2001_14_PHI_WAS,2001,14,REG,PHI,WAS,20,6,False,59,36,23,37,2,8,287.0,-11.473215104525773,6,3,4,4,5,2,4,4,4.0,2.0,4.0,2.0,8,15,61.0,1572.0,PHI,WSH,14,1.0,-4,-3,-1,0,-4,-3,0,1,1.0,-1.0,2.0,0.0,-75.0
2001_14_PIT_BAL,2001,14,REG,BAL,PIT,21,26,True,52,39,13,40,2,5,207.0,-2.5192817652724893,4,2,1,3,3,2,0,2,1.0,1.0,1.0,1.0,7,9,54.0,1135.0,BAL,PIT,-5,0.0,-6,-4,-5,-5,-7,-4,-6,-6,1.0,1.0,1.0,1.0,-269.0
2001_14_PIT_BAL,2001,14,REG,PIT,BAL,26,21,False,74,35,39,39,3,9,476.0,21.96932771402154,10,6,6,8,10,6,6,8,0.0,0.0,0.0,0.0,5,11,79.0,2547.0,PIT,BAL,5,1.0,6,4,5,5,7,4,6,6,-1.0,-1.0,-1.0,-1.0,269.0
2001_14_STL_NO,2001,14,REG,NO,LA,21,34,True,64,45,19,46,5,10,310.0,-7.0589086166583,5,4,4,6,5,4,4,6,2.0,2.0,2.0,2.0,9,13,64.0,1708.0,NO,LAR,-13,0.0,-3,-2,-3,2,-2,-1,-2,2,0.0,0.0,1.0,1.0,-55.0
2001_14_STL_NO,2001,14,REG,LA,NO,34,21,False,61,36,25,36,4,8,365.0,8.430742690031156,8,6,7,4,7,5,6,4,2.0,2.0,1.0,1.0,10,12,63.0,1892.0,LAR,NO,13,1.0,3,2,3,-2,2,1,2,-2,0.0,0.0,-1.0,-1.0,55.0
2001_14_TB_CHI,2001,14,REG,CHI,TB,27,3,True,72,32,40,32,3,5,379.0,-6.722752430862423,10,5,5,3,5,4,4,3,1.0,1.0,1.0,1.0,8,15,74.0,2161.0,CHI,TB,24,1.0,5,3,3,2,1,2,2,2,-3.0,-2.0,-3.0,-2.0,141.0
2001_14_TB_CHI,2001,14,REG,TB,CHI,3,27,False,59,41,18,41,1,5,238.0,-28.14995929629496,5,2,2,1,4,2,2,1,4.0,3.0,4.0,3.0,5,14,60.0,1439.0,TB,CHI,-24,0.0,-5,-3,-3,-2,-1,-2,-2,-2,3.0,2.0,3.0,2.0,-141.0
2001_15_BUF_ATL,2001,15,REG,ATL,BUF,33,30,True,70,41,29,41,1,4,489.0,8.093198018005571,7,5,7,5,7,5,7,5,2.0,2.0,2.0,2.0,1,11,74.0,2148.0,ATL,BUF,3,1.0,-1,-1,1,-3,-1,-1,1,-3,2.0,2.0,2.0,2.0,91.0
2001_15_BUF_ATL,2001,15,REG,BUF,ATL,30,33,False,52,31,21,31,0,1,398.0,16.11403655332061,8,6,6,8,8,6,6,8,0.0,0.0,0.0,0.0,6,11,55.0,1498.0,BUF,ATL,-3,0.0,1,1,-1,3,1,1,-1,3,-2.0,-2.0,-2.0,-2.0,-91.0
2001_15_CHI_WAS,2001,15,REG,WAS,CHI,15,20,True,77,49,28,50,6,8,293.0,-8.594838698456421,3,1,2,2,3,1,2,2,2.0,2.0,1.0,1.0,6,13,79.0,2019.0,WSH,CHI,-5,0.0,-1,-2,0,-1,-1,-2,0,-1,1.0,1.0,1.0,1.0,56.0
2001_15_CHI_WAS,2001,15,REG,CHI,WAS,20,15,False,59,27,32,27,0,9,237.0,-1.016778040830693,4,3,2,3,4,3,2,3,1.0,1.0,0.0,0.0,9,14,61.0,1581.0,CHI,WSH,5,1.0,1,2,0,1,1,2,0,1,-1.0,-1.0,-1.0,-1.0,-56.0
2001_15_CIN_BAL,2001,15,REG,BAL,CIN,16,0,True,69,34,35,34,5,11,305.0,-14.749211911990303,8,3,3,1,6,3,3,1,1.0,1.0,1.0,1.0,8,14,74.0,1811.0,BAL,CIN,16,1.0,0,1,1,-1,-2,1,1,0,-3.0,-2.0,-3.0,-2.0,24.0
2001_15_CIN_BAL,2001,15,REG,CIN,BAL,0,16,False,72,42,30,43,3,5,281.0,-23.328793083142955,8,2,2,2,8,2,2,1,4.0,3.0,4.0,3.0,8,13,72.0,1789.0,CIN,BAL,-16,0.0,0,-1,-1,1,2,-1,-1,0,3.0,2.0,3.0,2.0,-24.0
2001_15_CLE_GB,2001,15,REG,GB,CLE,30,7,True,61,28,33,28,0,2,361.0,4.7365785737059,4,4,3,4,2,2,1,1,1.0,0.0,1.0,0.0,9,15,71.0,2133.0,GB,CLE,23,1.0,-3,1,0,1,-3,0,-1,-1,-4.0,-4.0,-4.0,-4.0,24.0
2001_15_CLE_GB,2001,15,REG,CLE,GB,7,30,False,63,37,26,37,4,5,337.0,-20.328437280171784,7,3,3,3,5,2,2,2,5.0,4.0,5.0,4.0,2,14,63.0,1657.0,CLE,GB,-23,0.0,3,-1,0,-1,3,0,1,1,4.0,4.0,4.0,4.0,-24.0
2001_15_DAL_ARI,2001,15,REG,ARI,DAL,17,10,True,52,32,20,32,1,4,209.0,-6.460803179761429,2,2,2,2,2,2,2,2,0.0,0.0,0.0,0.0,8,12,55.0,1375.0,ARI,DAL,7,1.0,-5,0,1,1,-5,0,1,1,-3.0,-3.0,-3.0,-3.0,-134.0
2001_15_DAL_ARI,2001,15,REG,DAL,ARI,10,17,False,68,28,40,28,1,6,343.0,-13.563588288982766,7,2,1,1,7,2,1,1,3.0,3.0,3.0,3.0,3,13,72.0,2234.0,DAL,ARI,-7,0.0,5,0,-1,-1,5,0,-1,-1,3.0,3.0,3.0,3.0,134.0
2001_15_DET_PIT,2001,15,REG,PIT,DET,47,14,True,70,27,43,28,1,8,429.0,20.556963776019664,10,6,7,9,8,4,5,4,0.0,0.0,0.0,0.0,11,13,77.0,2385.0,PIT,DET,33,1.0,8,4,5,4,6,2,3,0,-3.0,-3.0,-3.0,-3.0,278.0
2001_15_DET_PIT,2001,15,REG,DET,PIT,14,47,False,52,34,18,35,6,11,151.0,-19.139483406306077,2,2,2,5,2,2,2,4,3.0,3.0,3.0,3.0,5,12,53.0,1242.0,DET,PIT,-33,0.0,-8,-4,-5,-4,-6,-2,-3,0,3.0,3.0,3.0,3.0,-278.0
2001_15_JAX_MIN,2001,15,REG,MIN,JAX,3,33,True,60,46,14,47,4,10,214.0,-15.824983469315569,3,0,1,2,1,0,0,2,2.0,0.0,2.0,0.0,6,9,61.0,1552.0,MIN,JAX,-30,0.0,-6,-8,-4,-5,-6,-6,-4,-3,2.0,0.0,2.0,0.0,-209.0
2001_15_JAX_MIN,2001,15,REG,JAX,MIN,33,3,False,62,25,37,25,1,7,423.0,20.536606587817865,9,8,5,7,7,6,4,5,0.0,0.0,0.0,0.0,10,9,66.0,2048.0,JAX,MIN,30,1.0,6,8,4,5,6,6,4,3,-2.0,0.0,-2.0,0.0,209.0
2001_15_MIA_NE,2001,15,REG,NE,MIA,20,13,True,67,23,44,23,3,8,313.0,3.2451033810136902,6,2,3,2,5,2,3,2,0.0,0.0,0.0,0.0,6,12,69.0,2205.0,NE,MIA,7,1.0,1,0,-2,-5,2,0,0,-1,-3.0,-2.0,-2.0,-1.0,-55.0
2001_15_MIA_NE,2001,15,REG,MIA,NE,13,20,False,58,39,19,42,2,3,368.0,0.8897250165335127,5,2,5,7,3,2,3,3,3.0,2.0,2.0,1.0,5,11,68.0,1609.0,MIA,NE,-7,0.0,-1,0,2,5,-2,0,0,1,3.0,2.0,2.0,1.0,55.0
2001_15_NO_TB,2001,15,REG,TB,NO,48,21,True,71,31,40,32,0,2,366.0,14.380896739682488,8,3,3,7,5,2,2,3,0.0,0.0,0.0,0.0,9,12,78.0,2213.0,TB,NO,27,1.0,4,2,-1,2,5,2,2,3,-4.0,-1.0,-4.0,-1.0,95.0
2001_15_NO_TB,2001,15,REG,NO,TB,21,48,False,54,41,13,44,3,6,271.0,-9.095097897894448,4,1,4,5,0,0,0,0,4.0,1.0,4.0,1.0,1,14,59.0,1550.0,NO,TB,-27,0.0,-4,-2,1,-2,-5,-2,-2,-3,4.0,1.0,4.0,1.0,-95.0
2001_15_NYJ_IND,2001,15,REG,IND,NYJ,28,29,True,56,37,19,37,2,4,395.0,3.3773583081715244,7,5,4,3,7,5,4,3,2.0,2.0,2.0,2.0,4,12,59.0,1506.0,IND,NYJ,-1,0.0,-2,1,-2,-3,-2,1,-2,-3,0.0,0.0,0.0,0.0,-56.0
2001_15_NYJ_IND,2001,15,REG,NYJ,IND,29,28,False,79,48,31,48,0,4,451.0,8.142434649373556,9,4,6,6,9,4,6,6,2.0,2.0,2.0,2.0,5,12,85.0,2094.0,NYJ,IND,1,1.0,2,-1,2,3,2,-1,2,3,0.0,0.0,0.0,0.0,56.0
2001_15_PHI_SF,2001,15,REG,SF,PHI,13,3,True,56,26,30,26,2,7,244.0,-2.569323373142561,4,1,1,2,3,1,1,2,0.0,0.0,0.0,0.0,6,10,58.0,1880.0,SF,PHI,10,1.0,-2,0,-2,0,-2,0,-2,0,-1.0,-1.0,-1.0,-1.0,-48.0
2001_15_PHI_SF,2001,15,REG,PHI,SF,3,13,False,59,37,22,37,3,4,292.0,-9.993938653277404,6,1,3,2,5,1,3,2,1.0,1.0,1.0,1.0,6,10,60.0,1720.0,PHI,SF,-10,0.0,2,0,2,0,2,0,2,0,1.0,1.0,1.0,1.0,48.0
2001_15_SD_KC,2001,15,REG,KC,LAC,20,17,True,61,29,32,29,1,7,323.0,6.680225139379047,8,1,3,6,8,1,3,6,2.0,2.0,2.0,2.0,4,9,64.0,1895.0,KC,LAC,3,1.0,-2,-3,-2,4,-2,-3,-2,4,2.0,2.0,2.0,2.0,-6.0
2001_15_SD_KC,2001,15,REG,LAC,KC,17,20,False,58,29,29,31,2,4,329.0,9.339033313986471,10,4,5,2,10,4,5,2,0.0,0.0,0.0,0.0,9,10,60.0,1705.0,LAC,KC,-3,0.0,2,3,2,-4,2,3,2,-4,-2.0,-2.0,-2.0,-2.0,6.0
2001_15_SEA_NYG,2001,15,REG,NYG,SEA,27,24,True,69,48,21,48,1,4,420.0,1.7785339384663583,7,4,5,4,7,4,5,4,2.0,2.0,1.0,1.0,8,15,76.0,1964.0,NYG,SEA,3,1.0,4,1,2,0,4,1,2,0,0.0,0.0,-1.0,-1.0,161.0
2001_15_SEA_NYG,2001,15,REG,SEA,NYG,24,27,False,59,29,30,29,3,7,259.0,-7.401826405411624,3,3,3,4,3,3,3,4,2.0,2.0,2.0,2.0,3,15,61.0,1779.0,SEA,NYG,-3,0.0,-4,-1,-2,0,-4,-1,-2,0,0.0,0.0,1.0,1.0,-161.0
2001_15_STL_CAR,2001,15,REG,CAR,LA,32,38,True,74,53,21,54,1,3,402.0,-4.30899738689836,6,5,4,3,6,5,4,3,1.0,1.0,1.0,1.0,9,14,78.0,1569.0,CAR,LAR,-6,0.0,-1,0,-1,-4,-1,0,-1,-4,-2.0,-1.0,-1.0,-1.0,-11.0
2001_15_STL_CAR,2001,15,REG,LA,CAR,38,32,False,59,27,32,29,3,7,413.0,14.784979162787874,7,5,5,7,7,5,5,7,3.0,2.0,2.0,2.0,4,13,70.0,2116.0,LAR,CAR,6,1.0,1,0,1,4,1,0,1,4,2.0,1.0,1.0,1.0,11.0
2001_15_TEN_OAK,2001,15,REG,LV,TEN,10,13,True,73,52,21,54,2,3,311.0,-4.171919667379526,5,3,2,2,5,3,2,2,1.0,1.0,1.0,1.0,8,11,77.0,1824.0,OAK,TEN,-3,0.0,1,1,-1,-1,1,1,-1,-1,-1.0,-1.0,-1.0,-1.0,49.0
2001_15_TEN_OAK,2001,15,REG,TEN,LV,13,10,False,63,30,33,32,3,8,262.0,-4.6130100975305925,4,2,3,3,4,2,3,3,2.0,2.0,2.0,2.0,4,12,65.0,1776.0,TEN,OAK,3,1.0,-1,-1,1,1,-1,-1,1,1,1.0,1.0,1.0,1.0,-49.0
2001_16_ARI_CAR,2001,16,REG,CAR,ARI,7,30,True,83,63,20,66,0,3,318.0,-17.46468900785103,2,2,0,5,1,1,0,0,2.0,2.0,2.0,2.0,2,11,85.0,2052.0,CAR,ARI,-23,0.0,-6,-2,-5,1,-2,-1,-1,-3,2.0,2.0,2.0,2.0,-19.0
2001_16_ARI_CAR,2001,16,REG,ARI,CAR,30,7,False,54,24,30,25,0,2,337.0,7.763399130250396,8,4,5,4,3,2,1,3,0.0,0.0,0.0,0.0,4,12,62.0,1604.0,ARI,CAR,23,1.0,6,2,5,-1,2,1,1,3,-2.0,-2.0,-2.0,-2.0,19.0
2001_16_ATL_MIA,2001,16,REG,MIA,ATL,21,14,True,52,32,20,32,3,8,226.0,-8.392259203101275,5,2,3,4,5,2,3,4,2.0,1.0,2.0,1.0,8,13,54.0,1437.0,MIA,ATL,7,1.0,-4,-4,-3,-3,-2,-2,-1,-1,-2.0,-3.0,-2.0,-3.0,-162.0
2001_16_ATL_MIA,2001,16,REG,ATL,MIA,14,21,False,72,35,37,38,4,6,388.0,-6.934856194692884,9,6,6,7,7,4,4,5,4.0,4.0,4.0,4.0,7,14,73.0,2212.0,ATL,MIA,-7,0.0,4,4,3,3,2,2,1,1,2.0,3.0,2.0,3.0,162.0
2001_16_BAL_TB,2001,16,REG,TB,BAL,22,10,True,59,30,29,30,0,4,215.0,-11.625890093361477,4,2,1,1,3,1,0,0,0.0,0.0,0.0,0.0,9,15,64.0,1763.0,TB,BAL,12,1.0,1,-1,-1,-2,0,-2,-2,-3,-3.0,-2.0,-2.0,-2.0,-42.0
2001_16_BAL_TB,2001,16,REG,BAL,TB,10,22,False,68,42,26,42,5,6,257.0,-16.511555403697024,3,3,2,3,3,3,2,3,3.0,2.0,2.0,2.0,4,14,69.0,1837.0,BAL,TB,-12,0.0,-1,1,1,2,0,2,2,3,3.0,2.0,2.0,2.0,42.0
2001_16_BUF_NYJ,2001,16,REG,NYJ,BUF,9,14,True,60,37,23,37,0,1,375.0,-2.693330203486747,5,4,5,5,5,4,5,5,3.0,3.0,2.0,2.0,4,10,63.0,1530.0,NYJ,BUF,-5,0.0,-4,1,1,0,-4,1,1,0,2.0,3.0,1.0,2.0,7.0
2001_16_BUF_NYJ,2001,16,REG,BUF,NYJ,14,9,False,68,28,40,29,1,3,368.0,4.853308207239024,9,3,4,5,9,3,4,5,1.0,0.0,1.0,0.0,3,10,68.0,2070.0,BUF,NYJ,5,1.0,4,-1,-1,0,4,-1,-1,0,-2.0,-3.0,-1.0,-2.0,-7.0
2001_16_CHI_DET,2001,16,REG,DET,CHI,0,24,True,72,58,14,60,6,6,332.0,-25.597959796723444,1,0,1,0,1,0,1,0,5.0,2.0,5.0,2.0,4,13,72.0,1745.0,DET,CHI,-24,0.0,-6,-4,-4,-6,-5,-4,-4,-6,5.0,2.0,5.0,2.0,6.0
2001_16_CHI_DET,2001,16,REG,CHI,DET,24,0,False,61,31,30,31,1,8,326.0,2.973911094844097,7,4,5,6,6,4,5,6,0.0,0.0,0.0,0.0,11,14,64.0,1888.0,CHI,DET,24,1.0,6,4,4,6,5,4,4,6,-5.0,-2.0,-5.0,-2.0,-6.0
2001_16_CLE_TEN,2001,16,REG,TEN,CLE,38,41,True,62,27,35,28,1,4,452.0,16.574946931701625,9,6,5,6,9,6,5,6,2.0,2.0,2.0,2.0,9,12,63.0,1844.0,TEN,CLE,-3,0.0,1,1,-3,-3,2,1,-2,-2,1.0,1.0,1.0,1.0,43.0
2001_16_CLE_TEN,2001,16,REG,CLE,TEN,41,38,False,59,30,29,30,3,9,409.0,18.491671974989764,8,5,8,9,7,5,7,8,1.0,1.0,1.0,1.0,5,12,61.0,1756.0,CLE,TEN,3,1.0,-1,-1,3,3,-2,-1,2,2,-1.0,-1.0,-1.0,-1.0,-43.0
2001_16_IND_STL,2001,16,REG,LA,IND,42,17,True,61,32,29,32,2,2,483.0,23.93252691591624,10,4,7,6,8,4,5,5,1.0,0.0,1.0,0.0,6,10,61.0,1922.0,LAR,IND,25,1.0,2,-1,2,2,3,1,2,2,0.0,0.0,0.0,0.0,222.0
2001_16_IND_STL,2001,16,REG,IND,LA,17,42,False,52,30,22,30,2,6,261.0,-0.9523987497760054,8,5,5,4,5,3,3,3,1.0,0.0,1.0,0.0,5,10,53.0,1678.0,IND,LAR,-25,0.0,-2,1,-2,-2,-3,-1,-2,-2,0.0,0.0,0.0,0.0,-222.0
2001_16_KC_JAX,2001,16,REG,JAX,KC,26,30,True,67,41,26,44,4,4,431.0,-43.091751702478184,9,5,6,3,3,2,2,2,1.0,0.0,1.0,0.0,11,14,69.0,1640.0,JAX,KC,-4,0.0,5,4,3,-2,1,2,0,1,-5.0,-2.0,-4.0,-2.0,66.0
2001_16_KC_JAX,2001,16,REG,KC,JAX,30,26,False,68,37,31,39,2,7,365.0,0.10241002820771161,4,1,3,5,2,0,2,1,6.0,2.0,5.0,2.0,6,14,71.0,1960.0,KC,JAX,4,1.0,-5,-4,-3,2,-1,-2,0,-1,5.0,2.0,4.0,2.0,-66.0
2001_16_MIN_GB,2001,16,REG,GB,MIN,24,13,True,51,31,20,31,2,8,213.0,-6.020040438967726,2,1,2,2,2,1,2,2,0.0,0.0,0.0,0.0,6,13,55.0,1734.0,GB,MIN,11,1.0,-6,-1,0,0,-5,-1,0,0,-3.0,-3.0,-3.0,-3.0,-89.0
2001_16_MIN_GB,2001,16,REG,MIN,GB,13,24,False,75,31,44,31,1,3,302.0,-11.030028000967816,8,2,2,2,7,2,2,2,3.0,3.0,3.0,3.0,8,15,81.0,1987.0,MIN,GB,-11,0.0,6,1,0,0,5,1,0,0,3.0,3.0,3.0,3.0,89.0
2001_16_NYG_PHI,2001,16,REG,PHI,NYG,24,21,True,66,43,23,46,4,7,361.0,-1.3770065966201175,9,6,5,5,9,6,5,5,2.0,2.0,2.0,2.0,9,14,68.0,1780.0,PHI,NYG,3,1.0,2,1,0,2,2,1,0,2,1.0,1.0,1.0,1.0,-61.0
2001_16_NYG_PHI,2001,16,REG,NYG,PHI,21,24,False,68,41,27,41,2,8,422.0,1.0155280531194992,7,5,5,3,7,5,5,3,1.0,1.0,1.0,1.0,7,15,69.0,1820.0,NYG,PHI,-3,0.0,-2,-1,0,-2,-2,-1,0,-2,-1.0,-1.0,-1.0,-1.0,61.0
2001_16_OAK_DEN,2001,16,REG,DEN,LV,23,17,True,55,30,25,30,4,7,231.0,0.007693662116890154,3,2,2,3,3,2,2,3,0.0,0.0,0.0,0.0,8,11,58.0,1770.0,DEN,OAK,6,1.0,1,1,0,3,1,1,0,3,-3.0,-3.0,-3.0,-3.0,-103.0
2001_16_OAK_DEN,2001,16,REG,LV,DEN,17,23,False,68,52,16,52,3,6,334.0,-0.9861805185881654,2,1,2,0,2,1,2,0,3.0,3.0,3.0,3.0,8,11,69.0,1830.0,OAK,DEN,-6,0.0,-1,-1,0,-3,-1,-1,0,-3,3.0,3.0,3.0,3.0,103.0
2001_16_PIT_CIN,2001,16,REG,CIN,PIT,26,23,True,99,70,29,70,2,8,544.0,-5.011037500354449,9,4,6,7,9,4,6,6,3.0,3.0,2.0,2.0,13,17,113.0,2573.0,CIN,PIT,3,1.0,1,0,1,2,2,0,1,1,-2.0,1.0,-3.0,0.0,231.0
2001_16_PIT_CIN,2001,16,REG,PIT,CIN,23,26,False,65,37,28,37,2,10,313.0,-13.885296183297456,8,4,5,5,7,4,5,5,5.0,2.0,5.0,2.0,10,16,76.0,2195.0,PIT,CIN,-3,0.0,-1,0,-1,-2,-2,0,-1,-1,2.0,-1.0,3.0,0.0,-231.0
2001_16_SEA_SD,2001,16,REG,LAC,SEA,22,25,True,73,57,16,57,4,5,398.0,0.30701980894074765,5,2,4,1,5,2,4,1,2.0,2.0,2.0,2.0,6,13,78.0,2049.0,LAC,SEA,-3,0.0,1,-2,0,-3,1,-2,0,-3,2.0,2.0,2.0,2.0,89.0
2001_16_SEA_SD,2001,16,REG,SEA,LAC,25,22,False,52,27,25,27,3,6,309.0,5.378531811592801,4,4,4,4,4,4,4,4,0.0,0.0,0.0,0.0,7,14,53.0,1551.0,SEA,LAC,3,1.0,-1,2,0,3,-1,2,0,3,-2.0,-2.0,-2.0,-2.0,-89.0
2001_16_SF_DAL,2001,16,REG,DAL,SF,27,21,True,70,26,44,28,1,8,420.0,17.25541184064203,12,7,6,5,12,7,6,5,0.0,0.0,0.0,0.0,2,11,72.0,2269.0,DAL,SF,6,1.0,7,4,2,-1,9,5,4,2,-1.0,-1.0,-1.0,-1.0,135.0
2001_16_SF_DAL,2001,16,REG,SF,DAL,21,27,False,54,36,18,37,0,2,285.0,3.104309626864655,5,3,4,6,3,2,2,3,1.0,1.0,1.0,1.0,6,10,55.0,1331.0,SF,DAL,-6,0.0,-7,-4,-2,1,-9,-5,-4,-2,1.0,1.0,1.0,1.0,-135.0
2001_16_WAS_NO,2001,16,REG,NO,WAS,10,40,True,55,32,23,34,4,4,213.0,-18.06688209729773,3,0,2,2,2,0,2,2,4.0,3.0,4.0,3.0,7,11,57.0,1645.0,NO,WSH,-30,0.0,-3,-3,0,-3,-1,-1,1,0,3.0,2.0,3.0,2.0,-50.0
2001_16_WAS_NO,2001,16,REG,WAS,NO,40,10,False,61,17,44,19,2,8,263.0,8.604959086234977,6,3,2,5,3,1,1,2,1.0,1.0,1.0,1.0,9,11,65.0,1955.0,WSH,NO,30,1.0,3,3,0,3,1,1,-1,0,-3.0,-2.0,-3.0,-2.0,50.0
