game_id,season,week,game_type,team,opponent,points_for,points_against,is_home,plays,pass_plays,rush_plays,dropbacks,sacks_taken,negative_plays,yards,epa_total,explosive_20_10,explosive_25_15,explosive_20_20,explosive_epa2,explosive_20_10_ng,explosive_25_15_ng,explosive_20_20_ng,explosive_epa2_ng,turnovers,turnovers_ng,turnovers_scrimmage,turnovers_scrimmage_ng,def_plays_made,drives,drive_plays_total,drive_seconds_total,franchise,opp_franchise,margin,win,explosive_20_10_diff,explosive_25_15_diff,explosive_20_20_diff,explosive_epa2_diff,explosive_20_10_ng_diff,explosive_25_15_ng_diff,explosive_20_20_ng_diff,explosive_epa2_ng_diff,turnovers_diff,turnovers_ng_diff,turnovers_scrimmage_diff,turnovers_scrimmage_ng_diff,yards_diff
2014_15_JAX_BAL,2014,15,REG,BAL,JAX,20,12,True,54,30,24,30,0,2,316.0,-2.1000256365474157,6,2,5,1,6,2,5,1,1.0,1.0,1.0,1.0,11,13,67.0,1846.0,BAL,JAX,8,1.0,1,-1,2,-4,1,-1,2,-4,0.0,1.0,0.0,1.0,68.0
2014_15_JAX_BAL,2014,15,REG,JAX,BAL,12,20,False,69,46,23,46,8,11,248.0,-12.64513122806909,5,3,3,5,5,3,3,5,1.0,0.0,1.0,0.0,1,13,74.0,1902.0,JAX,BAL,-8,0.0,-1,1,-2,4,-1,1,-2,4,0.0,-1.0,0.0,-1.0,-68.0
2014_15_MIA_NE,2014,15,REG,NE,MIA,41,13,True,63,35,28,36,0,3,396.0,11.104354084223523,7,5,4,7,4,3,2,5,1.0,1.0,1.0,1.0,9,12,66.0,1574.0,NE,MIA,28,1.0,-1,1,-1,3,-2,0,-1,3,-1.0,-1.0,-1.0,-1.0,12.0
2014_15_MIA_NE,2014,15,REG,MIA,NE,13,41,False,74,51,23,51,4,7,384.0,-9.76070988708232,8,4,5,4,6,3,3,2,2.0,2.0,2.0,2.0,4,12,77.0,2026.0,MIA,NE,-28,0.0,1,-1,1,-3,2,0,1,-3,1.0,1.0,1.0,1.0,-12.0
2014_15_MIN_DET,2014,15,REG,DET,MIN,16,14,True,50,28,22,29,0,2,233.0,-6.637611840687438,2,1,1,1,2,1,1,1,0.0,0.0,0.0,0.0,8,10,53.0,1517.0,DET,MIN,2,1.0,-3,-2,-3,-1,-3,-2,-3,-1,-2.0,-2.0,-2.0,-2.0,-127.0
2014_15_MIN_DET,2014,15,REG,MIN,DET,14,16,False,64,43,21,46,4,7,360.0,-2.7064746349879014,5,3,4,2,5,3,4,2,2.0,2.0,2.0,2.0,2,10,69.0,2083.0,MIN,DET,-2,0.0,3,2,3,1,3,2,3,1,2.0,2.0,2.0,2.0,127.0
2014_15_NO_CHI,2014,15,REG,CHI,NO,15,31,True,59,39,20,40,7,8,280.0,-13.932575888247694,5,4,3,3,1,0,0,0,3.0,2.0,3.0,2.0,5,13,58.0,1589.0,CHI,NO,-16,0.0,-4,-1,-4,-3,-5,-3,-5,-5,2.0,1.0,2.0,1.0,-164.0
2014_15_NO_CHI,2014,15,REG,NO,CHI,31,15,False,63,38,25,39,2,4,444.0,14.808652264587128,9,5,7,6,6,3,5,5,1.0,1.0,1.0,1.0,12,13,66.0,2011.0,NO,CHI,16,1.0,4,1,4,3,5,3,5,5,-2.0,-1.0,-2.0,-1.0,164.0
2014_15_NYJ_TEN,2014,15,REG,TEN,NYJ,11,16,True,62,35,27,37,1,3,343.0,-10.419214932811347,7,3,5,4,7,3,5,4,1.0,1.0,0.0,0.0,7,13,71.0,1962.0,TEN,NYJ,-5,0.0,1,1,2,0,1,1,2,0,1.0,1.0,0.0,0.0,66.0
2014_15_NYJ_TEN,2014,15,REG,NYJ,TEN,16,11,False,61,32,29,34,3,6,277.0,-1.896750147146034,6,2,3,4,6,2,3,4,0.0,0.0,0.0,0.0,4,12,62.0,1803.0,NYJ,TEN,5,1.0,-1,-1,-2,0,-1,-1,-2,0,-1.0,-1.0,0.0,0.0,-66.0
2014_15_OAK_KC,2014,15,REG,KC,LV,31,13,True,58,32,26,35,1,3,389.0,-0.20505184101209561,6,4,5,5,5,3,4,4,1.0,1.0,1.0,1.0,6,15,62.0,1800.0,KC,OAK,18,1.0,3,2,2,3,4,2,3,4,0.0,0.0,0.0,0.0,109.0
2014_15_OAK_KC,2014,15,REG,LV,KC,13,31,False,76,59,17,59,4,6,280.0,-21.740847349783273,3,2,3,2,1,1,1,0,1.0,1.0,1.0,1.0,4,16,79.0,1800.0,OAK,KC,-18,0.0,-3,-2,-2,-3,-4,-2,-3,-4,0.0,0.0,0.0,0.0,-109.0
2014_15_PIT_ATL,2014,15,REG,ATL,PIT,20,27,True,57,37,20,40,0,2,407.0,2.242461090724797,8,2,3,5,7,1,2,4,1.0,1.0,1.0,1.0,4,9,59.0,1757.0,ATL,PIT,-7,0.0,1,-3,-2,1,1,-3,-2,1,1.0,1.0,1.0,1.0,7.0
2014_15_PIT_ATL,2014,15,REG,PIT,ATL,27,20,False,55,35,20,35,1,4,400.0,13.85374372241825,7,5,5,4,6,4,4,3,0.0,0.0,0.0,0.0,3,8,60.0,1843.0,PIT,ATL,7,1.0,-1,3,2,-1,-1,3,2,-1,-1.0,-1.0,-1.0,-1.0,-7.0
2014_15_SF_SEA,2014,15,REG,SEA,SF,17,7,True,59,29,30,31,5,6,292.0,7.004612479875846,7,5,2,2,7,5,2,2,1.0,1.0,1.0,1.0,11,9,62.0,1738.0,SEA,SF,10,1.0,0,1,-2,-3,0,1,-2,-3,1.0,1.0,1.0,1.0,47.0
2014_15_SF_SEA,2014,15,REG,SF,SEA,7,17,False,57,25,32,29,6,11,245.0,-4.894113544258289,7,4,4,5,7,4,4,5,0.0,0.0,0.0,0.0,7,8,57.0,1862.0,SF,SEA,-10,0.0,0,-1,2,3,0,-1,2,3,-1.0,-1.0,-1.0,-1.0,-47.0
2014_15_TB_CAR,2014,15,REG,CAR,TB,19,17,True,74,43,31,45,3,6,393.0,0.06678882814760545,6,2,1,0,6,2,1,0,1.0,1.0,1.0,1.0,8,12,80.0,2243.0,CAR,TB,2,1.0,0,-1,-1,-3,0,-1,-1,-3,-2.0,-2.0,-2.0,-2.0,106.0
2014_15_TB_CAR,2014,15,REG,TB,CAR,17,19,False,54,31,23,33,3,6,287.0,-1.8874913007015923,6,3,2,3,6,3,2,3,3.0,3.0,3.0,3.0,7,11,55.0,1357.0,TB,CAR,-2,0.0,0,1,1,3,0,1,1,3,2.0,2.0,2.0,2.0,-106.0
2014_15_WAS_NYG,2014,15,REG,NYG,WAS,24,13,True,57,35,22,35,1,2,287.0,2.5939039611366708,2,1,2,4,2,1,2,4,1.0,0.0,0.0,0.0,11,11,58.0,1649.0,NYG,WSH,11,1.0,-6,-3,-4,1,-6,-3,-4,1,0.0,-1.0,-1.0,-1.0,-85.0
2014_15_WAS_NYG,2014,15,REG,WAS,NYG,13,24,False,68,41,27,47,7,10,372.0,-2.9378544827127886,8,4,6,3,8,4,6,3,1.0,1.0,1.0,1.0,3,13,74.0,2053.0,WSH,NYG,-11,0.0,6,3,4,-1,6,3,4,-1,0.0,1.0,1.0,1.0,85.0
2014_16_ATL_NO,2014,16,REG,NO,ATL,14,30,True,68,51,17,52,5,7,329.0,-18.163179389433935,3,1,3,5,2,1,2,4,4.0,3.0,4.0,3.0,3,11,70.0,1671.0,NO,ATL,-16,0.0,-3,-2,-3,0,-4,-2,-4,-1,4.0,3.0,4.0,3.0,-74.0
2014_16_ATL_NO,2014,16,REG,ATL,NO,30,14,False,62,40,22,41,0,3,403.0,9.522776294742961,6,3,6,5,6,3,6,5,0.0,0.0,0.0,0.0,9,10,65.0,1929.0,ATL,NO,16,1.0,3,2,3,0,4,2,4,1,-4.0,-3.0,-4.0,-3.0,74.0
2014_16_BAL_HOU,2014,16,REG,HOU,BAL,25,13,True,81,43,38,44,0,7,313.0,-15.382041671085918,6,2,4,5,5,1,3,4,1.0,1.0,1.0,1.0,9,18,94.0,2297.0,HOU,BAL,12,1.0,3,2,2,3,5,1,3,3,-2.0,-2.0,-2.0,-2.0,102.0
2014_16_BAL_HOU,2014,16,REG,BAL,HOU,13,25,False,69,53,16,54,2,7,211.0,-30.09659674293641,3,0,2,2,0,0,0,1,3.0,3.0,3.0,3.0,7,18,87.0,1950.0,BAL,HOU,-12,0.0,-3,-2,-2,-3,-5,-1,-3,-3,2.0,2.0,2.0,2.0,-102.0
2014_16_BUF_OAK,2014,16,REG,LV,BUF,26,24,True,69,35,34,35,1,8,349.0,-1.9168239595734338,7,6,4,4,7,6,4,4,0.0,0.0,0.0,0.0,6,14,76.0,2027.0,OAK,BUF,2,1.0,2,1,-1,-2,4,3,1,0,-2.0,-1.0,-2.0,-1.0,28.0
2014_16_BUF_OAK,2014,16,REG,BUF,LV,24,26,False,64,51,13,51,2,7,321.0,-4.468810736737719,5,5,5,6,3,3,3,4,2.0,1.0,2.0,1.0,7,14,65.0,1573.0,BUF,OAK,-2,0.0,-2,-1,1,2,-4,-3,-1,0,2.0,1.0,2.0,1.0,-28.0
2014_16_CLE_CAR,2014,16,REG,CAR,CLE,17,13,True,75,32,43,37,1,4,406.0,6.114416886219141,8,4,3,4,8,4,3,4,1.0,1.0,1.0,1.0,9,10,79.0,2283.0,CAR,CLE,4,1.0,3,1,0,0,3,1,0,0,0.0,0.0,0.0,0.0,178.0
2014_16_CLE_CAR,2014,16,REG,CLE,CAR,13,17,False,46,24,22,27,3,8,228.0,-2.162167083000389,5,3,3,4,5,3,3,4,1.0,1.0,1.0,1.0,4,11,48.0,1317.0,CLE,CAR,-4,0.0,-3,-1,0,0,-3,-1,0,0,0.0,0.0,0.0,0.0,-178.0
2014_16_DEN_CIN,2014,16,REG,CIN,DEN,37,28,True,60,25,35,26,0,5,355.0,-7.743336757673037,7,2,4,3,6,2,4,3,2.0,2.0,2.0,2.0,9,14,65.0,1898.0,CIN,DEN,9,1.0,-1,-2,-2,0,0,-1,0,1,-2.0,-2.0,-2.0,-2.0,-30.0
2014_16_DEN_CIN,2014,16,REG,DEN,CIN,28,37,False,65,46,19,46,2,6,385.0,-9.534485889019923,8,4,6,3,6,3,4,2,4.0,4.0,4.0,4.0,7,14,66.0,1702.0,DEN,CIN,-9,0.0,1,2,2,0,0,1,0,-1,2.0,2.0,2.0,2.0,30.0
2014_16_DET_CHI,2014,16,REG,CHI,DET,14,20,True,63,41,22,43,2,7,234.0,-9.899633006891236,2,0,1,3,2,0,1,3,1.0,1.0,1.0,1.0,8,10,63.0,1684.0,CHI,DET,-6,0.0,-7,-5,-4,-4,-7,-5,-4,-4,-2.0,-2.0,-1.0,-1.0,-136.0
2014_16_DET_CHI,2014,16,REG,DET,CHI,20,14,False,66,43,23,44,4,7,370.0,5.584973374693149,9,5,5,7,9,5,5,7,3.0,3.0,2.0,2.0,6,10,72.0,1916.0,DET,CHI,6,1.0,7,5,4,4,7,5,4,4,2.0,2.0,1.0,1.0,136.0
2014_16_GB_TB,2014,16,REG,TB,GB,3,20,True,47,33,14,33,7,9,109.0,-21.273175703507214,2,1,2,4,2,1,2,4,1.0,0.0,1.0,0.0,5,10,48.0,1282.0,TB,GB,-17,0.0,-6,-3,-4,-3,-4,-2,-3,-1,0.0,-1.0,0.0,-1.0,-325.0
2014_16_GB_TB,2014,16,REG,GB,TB,20,3,False,69,41,28,41,1,5,434.0,10.164149507382355,8,4,6,7,6,3,5,5,1.0,1.0,1.0,1.0,10,10,75.0,2318.0,GB,TB,17,1.0,6,3,4,3,4,2,3,1,0.0,1.0,0.0,1.0,325.0
2014_16_IND_DAL,2014,16,REG,DAL,IND,42,7,True,62,22,40,25,1,11,377.0,18.306568331888798,9,2,5,6,5,0,2,4,1.0,0.0,1.0,0.0,8,10,63.0,2129.0,DAL,IND,35,1.0,7,2,3,6,5,0,2,4,-2.0,0.0,-2.0,0.0,148.0
2014_16_IND_DAL,2014,16,REG,IND,DAL,7,42,False,56,46,10,46,2,7,229.0,-27.225824080465827,2,0,2,0,0,0,0,0,3.0,0.0,3.0,0.0,11,11,56.0,1471.0,IND,DAL,-35,0.0,-7,-2,-3,-6,-5,0,-2,-4,2.0,0.0,2.0,0.0,-148.0
2014_16_KC_PIT,2014,16,REG,PIT,KC,20,12,True,48,26,22,26,1,1,286.0,8.687532758811281,1,1,1,1,1,1,1,1,0.0,0.0,0.0,0.0,9,8,54.0,1733.0,PIT,KC,8,1.0,-2,0,0,-3,-2,0,0,-3,-1.0,-1.0,-1.0,-1.0,-41.0
2014_16_KC_PIT,2014,16,REG,KC,PIT,12,20,False,66,52,14,54,6,8,327.0,1.4222689312536416,3,1,1,4,3,1,1,4,1.0,1.0,1.0,1.0,1,7,70.0,1867.0,KC,PIT,-8,0.0,2,0,0,3,2,0,0,3,1.0,1.0,1.0,1.0,41.0
2014_16_MIN_MIA,2014,16,REG,MIA,MIN,37,35,True,73,48,25,48,1,3,497.0,19.64769600370373,8,3,5,7,8,3,5,7,2.0,2.0,1.0,1.0,6,12,78.0,1986.0,MIA,MIN,2,1.0,-1,-1,-2,2,-1,-1,-2,2,1.0,1.0,0.0,0.0,140.0
2014_16_MIN_MIA,2014,16,REG,MIN,MIA,35,37,False,57,29,28,34,4,6,357.0,10.79537656228009,9,4,7,5,9,4,7,5,1.0,1.0,1.0,1.0,4,11,60.0,1614.0,MIN,MIA,-2,0.0,1,1,2,-2,1,1,2,-2,-1.0,-1.0,0.0,0.0,-140.0
2014_16_NE_NYJ,2014,16,REG,NYJ,NE,16,17,True,61,29,32,31,2,4,307.0,-4.324156256136305,8,5,4,2,8,5,4,2,1.0,1.0,1.0,1.0,7,10,65.0,1941.0,NYJ,NE,-1,0.0,5,3,4,1,5,3,4,1,0.0,0.0,0.0,0.0,71.0
2014_16_NE_NYJ,2014,16,REG,NE,NYJ,17,16,False,59,39,20,41,4,6,236.0,-1.2279126710481032,3,2,0,1,3,2,0,1,1.0,1.0,1.0,1.0,5,11,64.0,1659.0,NE,NYJ,1,1.0,-5,-3,-4,-1,-5,-3,-4,-1,0.0,0.0,0.0,0.0,-71.0
2014_16_NYG_STL,2014,16,REG,LA,NYG,27,37,True,54,34,20,34,2,3,387.0,-1.00168310345875,7,4,3,3,6,3,2,2,3.0,2.0,2.0,1.0,3,12,56.0,1513.0,LAR,NYG,-10,0.0,0,-1,-3,-7,1,0,-2,-6,3.0,2.0,2.0,1.0,-130.0
2014_16_NYG_STL,2014,16,REG,NYG,LA,37,27,False,64,33,31,33,1,3,517.0,23.457468985392808,7,5,6,10,5,3,4,8,0.0,0.0,0.0,0.0,6,12,71.0,2087.0,NYG,LAR,10,1.0,0,1,3,7,-1,0,2,6,-3.0,-2.0,-2.0,-1.0,130.0
2014_16_PHI_WAS,2014,16,REG,WAS,PHI,27,24,True,53,25,28,28,2,3,306.0,5.706027746396124,4,3,4,5,4,3,4,5,2.0,2.0,1.0,1.0,6,11,56.0,1676.0,WSH,PHI,3,1.0,-3,1,0,-3,-3,1,0,-3,0.0,0.0,-1.0,-1.0,-189.0
2014_16_PHI_WAS,2014,16,REG,PHI,WAS,24,27,False,84,53,31,56,3,7,495.0,15.722984759845708,7,2,4,8,7,2,4,8,2.0,2.0,2.0,2.0,4,11,87.0,1924.0,PHI,WSH,-3,0.0,3,-1,0,3,3,-1,0,3,0.0,0.0,1.0,1.0,189.0
2014_16_SD_SF,2014,16,REG,SF,LAC,35,38,True,66,26,40,32,2,4,447.0,-3.5929032689869276,11,6,6,3,9,6,6,3,3.0,3.0,3.0,3.0,6,13,67.0,1835.0,SF,LAC,-3,0.0,4,3,0,-6,4,3,2,-4,0.0,0.0,0.0,0.0,1.0
2014_16_SD_SF,2014,16,REG,LAC,SF,38,35,False,80,56,24,56,2,4,446.0,2.385846431097213,7,3,6,9,5,3,4,7,3.0,3.0,3.0,3.0,6,13,81.0,2059.0,LAC,SF,3,1.0,-4,-3,0,6,-4,-3,-2,4,0.0,0.0,0.0,0.0,-1.0
2014_16_SEA_ARI,2014,16,REG,ARI,SEA,6,35,True,64,49,15,49,4,6,216.0,-23.64232189087709,2,1,2,1,1,1,1,1,1.0,0.0,1.0,0.0,5,13,66.0,1617.0,ARI,SEA,-29,0.0,-10,-6,-7,-5,-10,-5,-7,-4,1.0,0.0,1.0,0.0,-380.0
2014_16_SEA_ARI,2014,16,REG,SEA,ARI,35,6,False,66,32,34,35,1,6,596.0,25.664634233153635,12,7,9,6,11,6,8,5,0.0,0.0,0.0,0.0,7,13,70.0,1983.0,SEA,ARI,29,1.0,10,6,7,5,10,5,7,4,-1.0,0.0,-1.0,0.0,380.0
2014_16_TEN_JAX,2014,16,REG,JAX,TEN,21,13,True,56,31,25,34,4,4,288.0,4.056807512184605,5,3,2,6,5,3,2,6,0.0,0.0,0.0,0.0,5,10,56.0,1508.0,JAX,TEN,8,1.0,-3,1,-3,3,-1,1,-2,3,0.0,0.0,0.0,0.0,-70.0
2014_16_TEN_JAX,2014,16,REG,TEN,JAX,13,21,False,65,38,27,40,4,5,358.0,-0.26105529544750006,8,2,5,3,6,2,4,3,0.0,0.0,0.0,0.0,4,11,69.0,2092.0,TEN,JAX,-8,0.0,3,-1,3,-3,1,-1,2,-3,0.0,0.0,0.0,0.0,70.0
2014_17_ARI_SF,2014,17,REG,SF,ARI,20,17,True,57,27,30,31,1,5,398.0,10.382880129333135,11,8,6,4,11,8,6,4,0.0,0.0,0.0,0.0,6,10,62.0,1764.0,SF,ARI,3,1.0,3,6,-1,-1,3,6,-1,-1,-3.0,-3.0,-3.0,-3.0,1.0
2014_17_ARI_SF,2014,17,REG,ARI,SF,17,20,False,67,42,25,42,2,5,397.0,7.171376761129228,8,2,7,5,8,2,7,5,3.0,3.0,3.0,3.0,5,9,68.0,1836.0,ARI,SF,-3,0.0,-3,-6,1,1,-3,-6,1,1,3.0,3.0,3.0,3.0,-1.0
2014_17_BUF_NE,2014,17,REG,NE,BUF,9,17,True,62,37,25,40,4,9,260.0,-12.282577013465524,3,2,3,2,3,2,3,2,0.0,0.0,0.0,0.0,6,10,65.0,1857.0,NE,BUF,-8,0.0,0,1,0,0,0,1,0,0,-1.0,-1.0,-1.0,-1.0,-11.0
2014_17_BUF_NE,2014,17,REG,BUF,NE,17,9,False,56,25,31,25,2,6,271.0,0.9860542951736813,3,1,3,2,3,1,3,2,1.0,1.0,1.0,1.0,8,10,59.0,1743.0,BUF,NE,8,1.0,0,-1,0,0,0,-1,0,0,1.0,1.0,1.0,1.0,11.0
2014_17_CAR_ATL,2014,17,REG,ATL,CAR,3,34,True,69,53,16,54,6,9,288.0,-35.2711451398328,3,1,2,3,1,0,1,1,3.0,2.0,3.0,2.0,3,11,70.0,1727.0,ATL,CAR,-31,0.0,-4,-1,0,-1,-3,-2,-1,-1,3.0,2.0,3.0,2.0,-18.0
2014_17_CAR_ATL,2014,17,REG,CAR,ATL,34,3,False,52,17,35,19,1,3,306.0,6.330768500802469,7,2,2,4,4,2,2,2,0.0,0.0,0.0,0.0,11,9,54.0,1873.0,CAR,ATL,31,1.0,4,1,0,1,3,2,1,1,-3.0,-2.0,-3.0,-2.0,18.0
2014_17_CHI_MIN,2014,17,REG,MIN,CHI,13,9,True,58,28,30,31,3,5,317.0,-5.191170904810592,6,3,3,4,6,3,3,4,1.0,1.0,1.0,1.0,4,10,63.0,1707.0,MIN,CHI,4,1.0,3,1,1,1,3,1,1,1,1.0,1.0,1.0,1.0,53.0
2014_17_CHI_MIN,2014,17,REG,CHI,MIN,9,13,False,59,38,21,40,2,6,264.0,-4.003061173093268,3,2,2,3,3,2,2,3,0.0,0.0,0.0,0.0,6,9,63.0,1893.0,CHI,MIN,-4,0.0,-3,-1,-1,-1,-3,-1,-1,-1,-1.0,-1.0,-1.0,-1.0,-53.0
2014_17_CIN_PIT,2014,17,REG,PIT,CIN,27,17,True,56,39,17,40,0,4,347.0,-5.3875425234952825,5,2,5,2,5,2,5,2,3.0,3.0,3.0,3.0,7,11,59.0,1502.0,PIT,CIN,10,1.0,1,1,4,-2,1,1,4,-2,0.0,0.0,0.0,0.0,10.0
2014_17_CIN_PIT,2014,17,REG,CIN,PIT,17,27,False,70,41,29,43,3,4,337.0,-6.3621288313864035,4,1,1,4,4,1,1,4,3.0,3.0,3.0,3.0,6,12,72.0,2098.0,CIN,PIT,-10,0.0,-1,-1,-4,2,-1,-1,-4,2,0.0,0.0,0.0,0.0,-10.0
2014_17_CLE_BAL,2014,17,REG,BAL,CLE,20,10,True,63,37,26,38,1,6,421.0,1.8503199183668961,10,5,9,7,9,4,8,7,0.0,0.0,0.0,0.0,7,12,67.0,1757.0,BAL,CLE,10,1.0,7,2,6,4,6,1,5,4,-2.0,-1.0,-2.0,-1.0,160.0
2014_17_CLE_BAL,2014,17,REG,CLE,BAL,10,20,False,59,32,27,34,4,5,261.0,-10.34570211944289,3,3,3,3,3,3,3,3,2.0,1.0,2.0,1.0,5,12,62.0,1843.0,CLE,BAL,-10,0.0,-7,-2,-6,-4,-6,-1,-5,-4,2.0,1.0,2.0,1.0,-160.0
2014_17_DAL_WAS,2014,17,REG,WAS,DAL,17,44,True,68,44,24,47,3,5,413.0,-18.367885147185355,5,4,3,4,3,2,2,2,4.0,1.0,4.0,1.0,1,14,75.0,1976.0,WSH,DAL,-27,0.0,0,0,-2,-3,-1,-1,-2,-4,3.0,1.0,3.0,1.0,-60.0
2014_17_DAL_WAS,2014,17,REG,DAL,WAS,44,17,False,61,34,27,34,0,0,473.0,13.185006977220404,5,4,5,7,4,3,4,6,1.0,0.0,1.0,0.0,8,13,64.0,1824.0,DAL,WSH,27,1.0,0,0,2,3,1,1,2,4,-3.0,-1.0,-3.0,-1.0,60.0
2014_17_DET_GB,2014,17,REG,GB,DET,30,20,True,62,24,38,25,1,3,377.0,3.476960642796392,7,4,5,2,7,4,5,2,2.0,1.0,1.0,1.0,5,11,68.0,2105.0,GB,DET,10,1.0,-2,2,1,-1,2,3,3,-1,1.0,0.0,0.0,0.0,64.0
2014_17_DET_GB,2014,17,REG,DET,GB,20,30,False,67,43,24,45,2,5,313.0,-4.7980425437707455,9,2,4,3,5,1,2,3,1.0,1.0,1.0,1.0,5,12,66.0,1542.0,DET,GB,-10,0.0,2,-2,-1,1,-2,-3,-3,1,-1.0,0.0,0.0,0.0,-64.0
2014_17_IND_TEN,2014,17,REG,TEN,IND,10,27,True,57,34,23,37,4,5,193.0,-20.94187786508937,5,2,1,2,5,2,1,2,1.0,1.0,1.0,1.0,4,14,60.0,1594.0,TEN,IND,-17,0.0,-1,-1,-5,-4,-1,-1,-5,-2,1.0,1.0,1.0,1.0,-188.0
2014_17_IND_TEN,2014,17,REG,IND,TEN,27,10,False,63,36,27,37,1,6,381.0,5.874231320082942,6,3,6,6,6,3,6,4,0.0,0.0,0.0,0.0,6,13,69.0,2006.0,IND,TEN,17,1.0,1,1,5,4,1,1,5,2,-1.0,-1.0,-1.0,-1.0,188.0
2014_17_JAX_HOU,2014,17,REG,HOU,JAX,23,17,True,75,38,37,42,3,9,360.0,-7.4583297609351575,7,2,3,2,7,2,3,2,2.0,2.0,2.0,2.0,8,13,77.0,2388.0,HOU,JAX,6,1.0,1,-1,-2,-4,1,-1,-2,-4,2.0,2.0,2.0,2.0,127.0
2014_17_JAX_HOU,2014,17,REG,JAX,HOU,17,23,False,53,39,14,41,5,8,233.0,-8.280410844605106,6,3,5,6,6,3,5,6,0.0,0.0,0.0,0.0,8,11,55.0,1212.0,JAX,HOU,-6,0.0,-1,1,2,4,-1,1,2,4,-2.0,-2.0,-2.0,-2.0,-127.0
2014_17_NO_TB,2014,17,REG,TB,NO,20,23,True,64,25,39,27,3,6,280.0,0.5774315807040846,2,2,2,3,2,2,2,3,1.0,1.0,1.0,1.0,8,10,67.0,1967.0,TB,NO,-3,0.0,-3,-1,-1,-2,-3,-1,-1,-2,-2.0,-2.0,-2.0,-2.0,-60.0
2014_17_NO_TB,2014,17,REG,NO,TB,23,20,False,61,40,21,40,2,6,340.0,4.803180689632427,5,3,3,5,5,3,3,5,3.0,3.0,3.0,3.0,7,12,65.0,1675.0,NO,TB,3,1.0,3,1,1,2,3,1,1,2,2.0,2.0,2.0,2.0,60.0
2014_17_NYJ_MIA,2014,17,REG,MIA,NYJ,24,37,True,66,46,20,46,7,10,387.0,-1.728429661817385,7,3,4,4,7,3,4,4,1.0,0.0,1.0,0.0,9,13,68.0,1724.0,MIA,NYJ,-13,0.0,-1,-4,-4,-5,-1,-4,-4,-5,0.0,-1.0,0.0,-1.0,-107.0
2014_17_NYJ_MIA,2014,17,REG,NYJ,MIA,37,24,False,62,28,34,30,1,9,494.0,14.70457787248029,8,7,8,9,8,7,8,9,1.0,1.0,1.0,1.0,10,13,66.0,1876.0,NYJ,MIA,13,1.0,1,4,4,5,1,4,4,5,0.0,1.0,0.0,1.0,107.0
2014_17_OAK_DEN,2014,17,REG,DEN,LV,47,14,True,73,40,33,40,1,4,452.0,6.5891942497528895,10,6,7,6,7,3,4,3,1.0,1.0,1.0,1.0,5,13,78.0,1981.0,DEN,OAK,33,1.0,8,5,6,4,6,2,3,1,-1.0,1.0,-1.0,1.0,253.0
2014_17_OAK_DEN,2014,17,REG,LV,DEN,14,47,False,57,39,18,41,3,4,199.0,-16.388831503747497,2,1,1,2,1,1,1,2,2.0,0.0,2.0,0.0,4,13,57.0,1619.0,OAK,DEN,-33,0.0,-8,-5,-6,-4,-6,-2,-3,-1,1.0,-1.0,1.0,-1.0,-253.0
2014_17_PHI_NYG,2014,17,REG,NYG,PHI,26,34,True,78,53,25,53,0,3,505.0,0.3580605783756443,7,5,6,8,7,5,6,8,1.0,1.0,1.0,1.0,6,14,82.0,2077.0,NYG,PHI,-8,0.0,-3,-1,-1,6,-3,-1,-1,6,0.0,0.0,0.0,0.0,76.0
2014_17_PHI_NYG,2014,17,REG,PHI,NYG,34,26,False,69,40,29,43,4,5,429.0,7.840867347568708,10,6,7,2,10,6,7,2,1.0,1.0,1.0,1.0,4,14,74.0,1523.0,PHI,NYG,8,1.0,3,1,1,-6,3,1,1,-6,0.0,0.0,0.0,0.0,-76.0
2014_17_SD_KC,2014,17,REG,KC,LAC,19,7,True,56,31,25,32,4,8,251.0,-6.448374841875598,6,2,3,2,6,2,3,2,0.0,0.0,0.0,0.0,11,12,62.0,1719.0,KC,LAC,12,1.0,-1,-2,-1,-2,0,-1,0,-1,-3.0,-2.0,-3.0,-2.0,-110.0
2014_17_SD_KC,2014,17,REG,LAC,KC,7,19,False,66,41,25,42,7,9,361.0,-10.133482460697246,7,4,4,4,6,3,3,3,3.0,2.0,3.0,2.0,8,12,67.0,1881.0,LAC,KC,-12,0.0,1,2,1,2,0,1,0,1,3.0,2.0,3.0,2.0,110.0
2014_17_STL_SEA,2014,17,REG,SEA,LA,20,6,True,59,28,31,29,3,6,358.0,-8.50990716260574,9,4,5,1,8,4,5,1,2.0,2.0,2.0,2.0,12,11,64.0,1871.0,SEA,LAR,14,1.0,7,4,4,0,7,4,5,1,-1.0,-1.0,-1.0,-1.0,113.0
2014_17_STL_SEA,2014,17,REG,LA,SEA,6,20,False,60,41,19,41,4,9,245.0,-24.110634349694223,2,0,1,1,1,0,0,0,3.0,3.0,3.0,3.0,7,11,62.0,1729.0,LAR,SEA,-14,0.0,-7,-4,-4,0,-7,-4,-5,-1,1.0,1.0,1.0,1.0,-113.0
2014_18_ARI_CAR,2014,18,POST,CAR,ARI,27,16,True,74,33,41,35,1,7,386.0,-15.794648142152983,12,4,4,5,9,2,2,3,3.0,2.0,2.0,1.0,10,16,81.0,2276.0,CAR,ARI,11,1.0,11,4,3,3,9,2,2,1,0.0,0.0,0.0,0.0,308.0
