home_status,n,hfa,home_win_pct,raw_margin,hfa_se
alive,2932,2.7223361677296523,0.6326739427012278,4.845839017735334,0.2188597525008359
clinched,355,1.64267161897221,0.704225352112676,8.836619718309858,0.6691256845426333
eliminated,923,4.019643636505978,0.4647887323943662,-1.6879739978331527,0.39768631796559695
longshot,562,3.271201830256016,0.400355871886121,-2.2686832740213525,0.4939026859642293
