decade,n,hfa,home_win_pct,raw_margin,hfa_se
1970s,1932,2.9728803920026885,0.5709109730848861,2.9849896480331264,0.2722580552140025
1980s,1960,2.709185923871967,0.5762755102040816,2.745408163265306,0.2778984434978483
1990s,2328,2.9325601374570445,0.5962199312714777,2.9325601374570445,0.23940561378391473
2000s,2538,2.535019967579738,0.5709219858156028,2.548463356973995,0.23729880838163359
2010s,2529,2.1987202308914156,0.5688018979833926,2.2538552787663106,0.23611519695120053
2020s,1586,1.719523462514247,0.5337326607818411,1.753467843631778,0.2904163986295698
