final,n,hfa,home_win_pct,raw_margin,hfa_se
Final week,818,2.900273363302417,0.597799511002445,3.6344743276283618,0.4307291998394859
Weeks before,12055,2.5076560821357305,0.5695147241808378,2.484529240978847,0.10792681743632097
