phase,n,hfa,home_win_pct,raw_margin,hfa_se
1,3864,2.3068271147579953,0.5591356107660456,2.2569875776397517,0.19214802354620025
2,4237,2.2598662110656926,0.5746990795374085,2.2872315317441587,0.18022489669669076
3,4772,2.9575826851670945,0.5781642917015927,3.041072925398156,0.17298390494075372
