season,n,hfa,home_win_pct,raw_margin,hfa_se,home_adv,home_adv_se,sigma,hfa_phase1,hfa_phase2,hfa_phase3
2006,256,0.84765625,0.53125,0.84765625,0.7569703629895265,0.8476562499999982,0.8076532728908906,12.92245236625425,3.5011589714714715,1.1418483527131795,-1.4612991898148158
2007,255,2.8459581957956024,0.5764705882352941,2.8901960784313725,0.7380727301512624,2.8459581957956086,0.7869004139617578,12.562720252888433,1.8298963553226368,1.4062930909188596,4.895050941428051
2008,254,2.5980017486751525,0.5728346456692913,2.6102362204724407,0.7728433741165578,2.5980017486751543,0.8232404538299523,13.1141853310665,2.3398748152773265,2.731315212394287,2.6797885766258123
2009,255,2.260511333835576,0.5725490196078431,2.3254901960784315,0.8145785713630269,2.2605113338355767,0.8689427112746864,13.872510426790546,1.984187694381301,0.980350144670178,3.5860735765361276
2010,254,1.9482657879864749,0.5590551181102362,1.9488188976377954,0.7786015336693408,1.9482657879864758,0.8303553595870861,13.227109190670673,2.9577729824600962,0.6783533333958771,2.2501624927341
2011,255,3.2554322504706814,0.5686274509803921,3.3019607843137253,0.7664198109847654,3.255432250470677,0.8166983443561403,13.038447607574758,4.397080324794642,1.607861144862447,3.7470356768970388
2012,255,2.5447817465858633,0.5745098039215686,2.592156862745098,0.7660526020409265,2.5447817465858593,0.8231166910535656,13.140928827470008,2.77288918132669,-0.6056559747622806,5.052819461955698
2013,253,3.1535098871706624,0.6027667984189723,3.2529644268774702,0.6935564714745713,3.153509887170662,0.7393075243889999,11.750679772351297,3.9515918999620134,1.920466757392698,3.615030208990086
2014,252,2.455878312802254,0.5734126984126984,2.5436507936507935,0.8274480586666659,2.455878312802253,0.8848024262343732,14.032142726164137,3.7889752281237414,2.8831392872785133,1.014974807157137
2015,253,1.4577807066429274,0.5375494071146245,1.482213438735178,0.7107156852836791,1.457780706642923,0.7635133202883683,12.135948723063544,1.1965953227750226,1.1173836896180764,1.9517624519864027
2016,252,2.5465571588535223,0.5773809523809523,2.5952380952380953,0.6702616406670491,2.5465571588535214,0.711483867484743,11.282864209704066,2.4781246784362403,2.6523914296003386,2.511065501813747
2017,251,2.3759799305779943,0.5697211155378487,2.50199203187251,0.7471031339625974,2.3759799305779965,0.8090806892866712,12.80243077725457,1.6645591725883284,1.7297855155567952,3.47027274360842
2018,253,2.292677244255429,0.6047430830039525,2.343873517786561,0.7485753334448647,2.2926772442554304,0.79610549767332,12.653036424441076,3.636839057535439,1.1835463141545532,2.1230546439631057
2019,251,-0.06788517903341625,0.5199203187250996,-0.04780876494023904,0.7363479912057649,-0.06788517903341718,0.7866263230492138,12.448549691140324,-0.9836118847595863,0.9504424930230316,-0.18443047077384972
2020,253,0.09990366685245232,0.5039525691699605,0.1383399209486166,0.7241958667458828,0.09990366685245272,0.7704077885327612,12.237298833359551,0.5813655678298407,0.594561967269342,-0.7547035463027393
2021,269,1.5651719962179678,0.5111524163568774,1.5650557620817844,0.7611854127583247,1.5651719962179669,0.825157646739307,13.433792952243458,-0.13759427570196395,0.8617188508304707,3.9070057054357776
2022,265,2.1459645775586633,0.5660377358490566,2.1245283018867926,0.6426693196329495,2.145964577558663,0.6853031602410375,11.07382717482062,1.8344764051345641,1.9514899635292804,2.6361165579259884
2023,267,2.590573104524873,0.5580524344569289,2.7116104868913857,0.7410617963659574,2.5905731045248768,0.7882208189750664,12.800204394722144,1.5982866403489753,2.8399187134728394,3.3309144633863257
2024,267,1.6609379143875087,0.5243445692883895,1.7191011235955056,0.6935446262927797,1.6609379143875123,0.7394896969487811,12.018126035046064,0.22362525937384764,2.4327215633653916,2.33103701259284
2025,265,2.177446270749585,0.5377358490566038,2.1849056603773587,0.6948052698828632,2.177446270749591,0.7412598449611729,12.014960382476822,3.354990607949586,2.2680729478962474,0.9834799565280276
